,branch,congressID,ideology_score,page,part,speaker,speech,year
0,House,102,-0.349,15,1,Mr. NAGLE.," Well, I agree with the  majority leader. I was frankly gratified  to hear him say that if the President  presents to us a decent plan, then we,  of course, I  think will stand ready to  endorse, embrace, support and fight for  that plan; but I am afraid that the his tory of  the past  two administration  causes me to be somewhat discouraged  that the President's rescue plan is not  aimed at the people on that chart, but  is aimed at those executives who are  pulling down  salaries annually of $1  million or more and are flying around  the country with him.  I would like to think the President  will come forward, but I am somewhat  skeptical because so far these policies  have not tilted in that direction. They  have tilted toward the people who will  never be shown on an unemployment  chart, and that is our chief executives.  ",1992
1,House,102,-0.416,15,1,Mr. GEPHARDT.,  I understand  the  gentleman's skepticism.  I  think we  agree that trickle-down has been tried  and has been found wanting and that  now we need to figure out how to have  a bubble-up economy where people who  have been crushed have the ability to  get back into the economy and to per form as I believe they can.  ,1992
2,House,102,0.377,15,1,Mr. GINGRICH.," Mr. Speaker, I think  our colleagues and citizens may find it  interesting  to read  these  two special  orders back to back because they both  address the need for change. They both  address concerns about  the economy  and concerns about where America is  going.  I am going  to  talk about  the nec essary  revolution,  applying  common  sense to our problems. I want to talk in  a framework that I think is in contrast  to  the statements of  the Democratic  leader, but nonetheless fits  the same  sense of urgency and the same sense of  concern.  I  think America  is at a crossroads  and Americans know it. I  think  that  Americans know we are winning  the  cold war and  losing  the competitive  war. I think they know that we are de feating the Soviet empire, but that we  are  losing  the  domestic  struggle  against drugs, crime,  ignorance, and  welfare. They know we are losing the  world market to Germany, Japan, and  Korea. They know we are losing faith  in our constitutional system, that they  do not see it working. They do not see  their votes mattering. They do not see  their leaders being effective. They do  not see the structures their Founding  Fathers gave them producing results,  and so they are almost in agony.  They see Taiwan with an intelligent  enough system that they have $2 bil lion  to  invest  in McDonnell Douglas  when McDonnell Douglas cannot find  that $2 billion in America, and  they  know that is crazy, and that it means  for their children a desperate struggle  of a declining standard of living. They  turn on the evening news and it resem bles a death watch in virtually every  major city of this country and  they  know that is crazy. You look at there sults of schools and  they know  that  even the best of our American schools  score in the bottom third of Japanese  schools mathematically.  And  they  know  that their children cannot sur vive  in a world where  that remains  true. And yet they do not know what  to do. And so, in desperation, they turn  to  term limitation and a  substantial  percentage  turn to people  like David  Duke.  Because  they are so angry and so  frightened that they believe that an ex Nazi, ex-Klansman is less of a threat to  their future than the established politi cal system. Now that, to me, is a terri fying concept, and condemns the cur rent structure of politics  in America  about as vehemently as you can imag ine.  In that framework, the Sunday after  Thanksgiving  I was  on  ""Meet  the  Press,"" and at the end of it, I stepped  off the set and the three reporters were  chatting. The NBC Washington bureau  chief, Tim Russett said, ""You know,  GINGRICH may be the only true revolu tionary in Washington.""  I thought about it for a while and I  decided he is right at least about my  position. I think there are other folks  who are also revolutionaries.  I am a  revolutionary.  Taking the streets back from violent  crime and drugs, so local TV news is no  longer a death watch would be a revo lution in every major American city.  Replacing welfare with workfare and  ending  a  process  by which  teenage  mothers outside marriage and  igno rant,  irresponsible male children who  have sex but are not fathers would be a  revolution. Having schools that are dis ciplined,  require homework, and beat  the  Japanese  in math  and  science  would be a  revolution. Replacing  the  most  expensive  red-tape-ridden,  liti gious health care system in the world  with a revitalized, health-oriented pri vate system we can afford, and  that  would be available  to everyone would  be a  revolution. Having Government  bureaucracies that are lean, efficient,  ",1992
3,,102,0.351,28,1,Mr. KOLBE.," Mr. Speaker, President Bush  and President Carlos Salinas de Gotari of  Mexico met at Camp David last month to dis cuss  the North American Free-Trade Agree ment [NAFTA] talks. The result was a unani mous commitment  to vigorously pursue  free  trade and all of  its benefits  for all of North  America.  In essence, to paraphrase our U.S.  Trade  Representative,  Ambassador  Carla  Hills,  the two  leaders agreed  to  let the sub stance drive the timing of NAFT A, not the tim ing drive the substance.  As a  result, Congress may consider  the  passage of NAFTA this year. In the past year,  each of us has been inundated with informa tion  regarding  the potential  effects NAFT A  may have on workers and  the environment.  But I believe it is important to also understand  the vision President Salinas has  for Mexico,  and how NAFT A plays a key role in that na tion's  future. Therefore,  I believe  it  fitting  to  recommend to my colleagues the following ad dress given by President Salinas to the mem bership of the Economic Club of New York on  December 13, 1991.  MEXICO-UNITED STATES  (Address by Carlos Salinas de Gortari,  President of Mexico)  Members of  the Economic Club of New  York;  ladies  and  gentlemen:  I  am very  pleased to be here in the great city of New  York, and I  thank the Economic Club for  their invitation. I would like to share some  thoughts with you  this afternoon on my  country's economic development within the  context of a changing world.  The  international  scene  is  increasingly  surprising,  and  increasingly  uncertain  as  well. Only two years ago we were celebrating  the new adventure of freedom and democracy  in Central Europe and also in Latin America.  Today we are witnessing the resurgence of  regional conflicts and war, and the threat ened breakup of nations that just a short  time ago seemed rock-solid. The world eco nomic trend is  toward more  intense inter dependence,  leading more countries  to be come active members of the world economy  and creating growing hopes for a world more  open to trade and to the transfer of tech nology. But we are also seeing rising com petition  for  capital-increasingly  scarce,  given the demands of the onetime socialist  countries and those of Latin America-un certainty in the markets, risks of new forms  of protectionism, and obstacles to the suc cess of GATT agreements.  Mexico,  a  country neighboring on your  own, has been the cradle of magnificent civ ilizations and has a history forged by dint of  determination and love of freedom. It is also  a nation of more than 83 million inhabitants,  whose number grows by an additional 2 mil lion each year. To us,  the pursuit of eco nomic growth and increased opportunities is  not only good policy, but a vital, immediate  need. We recognize that this cannot be done  without making profound changes in our in ternal  life  and without  establishing new  links with other nations and particularly,  given the importance of our trade relations,  with the United States.  Within our borders, we Mexicans are tak ing a new approach in dealing with national  and  global  realities.  Sustained  by  three  thousand years of culture and by our coun try's laws, we  launched a  process of far reaching change in our economic structures  and a renovation of our political practices as  a  society. We have maintained a strategy  aimed at providing growth with stability,  creating new employment opportunities and  taking in-depth measures to combat poverty.  Today we see the results of our joint ef forts. We have gone from the major deficits  registered in the past to surpluses in public  finances, and from  triple-digit inflation to  the current  level of  less  than 20 percent,  which we intend to bring down to less than  10 percent in 1992. We have increased govern ment revenues and we have been carrying  out a privatization process marked by  its  transparency,  the formation of new  indus trial groups and a substantial influx of cash  funds for the government.  In comparison to the past decade, the real  value of our economy is greater and the pub lic debt is smaller: the latter now represents  35 percent of GDP, whereas in previous years  it had risen to twice that level. The reduc tion of our foreign and domestic debt has en abled us  to restructure the distribution of  public spending and channel almost half of  the outlays  into social areas such as  the  rural sector, education, health care, basic in frastructure and environmental protection.  We have recovered growth in the last three  years at rates of almost 4 percent, which is  almost double our population growth. We  have carried out a unilateral trade opening  of great consequence; in just a few years, our  economy has been transformed from one of  the most closed into one of the most open.  We have deregulated and promoted foreign  investment, which can now count on  legal  certainty and access  to more areas of our  economy. We have promoted  technological  innovation,  technology  transfers  and  ex ports.  We have also sought new linkages with the  world to give us access  to markets,  tech nology and capital. We are convinced that  only our own internal efforts can ensure the  country's development, but also that it is es sential for us to participate and broaden our  presence in the world so that those efforts do  not encounter obstacles  in  their path and  will therefore prosper. Hence, we have diver sified our relations with Europe, with  the  countries of the Pacific Rim and with Latin  America. With Chile, we signed the first free trade agreement between two Latin Amer ican  countries and we  are making  solid  progress toward the establishment of similar  agreements with  the countries of Central  America and with Colombia and Venezuela.  We have embarked on important negotia tions with the United States and Canada for  the signing of a Trilateral Free Trade Agree ment,  by means  of which our  countries  would make up the world's largest market  with 360 million potential consumers and a  combined production valued at more than 6  trillion dollars. It is important to clarify its  significance: in Mexico, we want trade, not  economic aid; we want to develop our econ omy by means of stronger and better trade  relations.  The  trilateral  agreement will  achieve  that  end by  benefiting all  three  countries.  Through the agreement we wish to estab lish clear rules that will provide certainty  for investment and job creation, expand spe cialized production  in  the  three countries,  take advantage of economies of scale  to  make companies more efficient and more  productive, ensure access, without barriers,  to the regional market and establish mecha nisms for settling disputes. The agreement  can attain these objectives.  Growth is a central topic in both our coun tries. For many years Mexico followed  the  path of protectionism and was inward-look ing, depending on the domestic market. The  crisis of the eighties showed that this model  was outworn. In order to grow it is necessary  to export and that demands competitiveness,  technology and access to markets. If a pro tectionist view is taken, this does not occur  and any drop in economic activity becomes a  collapse, and recession becomes depression.  For Mexico it took extraordinary efforts to  open up the economy but it would have been  far more serious  to  insist on carrying on  along the old path. We have lived in a pro tected economy and are living today in an  open economy. The results are conclusive.  The only option today is increased trade and  an orientation to exports in order to revive  the economy. It is  therefore surprising  to  hear protectionist voices raised when what is  wanted is to make economic activity more  dynamic. This is what the trilateral agree ment seeks. For Mexicans, it is an instru ment for making more rapid progress and  modernizing  the country. For  the United  States, it is a way to contribute to growth  based on exports and competitiveness.  I am convinced that these negotiations do  not merely  involve adding or subtracting  amounts and  figures. We are also  talking  about a vision for the future of this region at  the end of this century and the beginning of  the twenty-first. We must bring the Agree ment to a satisfactory conclusion because it  is the only means of facing the future, which  we are already witnessing today. Europe has  the resources, the technology and the mar ket needed to become a powerful agent of the  world economy at the end of 1992. Further more, as a result of the Autumn Revolution  of 1989 in Central Europe, the European Com munity now has the possibility of gaining ac cess to abundant skilled labor. Japan has not  only built up a powerful economy, but has  also  entered  into partnership with other  countries of the Asian Pacific, distributing  productive  processes  and  resources  and  thereby generating a great overall capacity  for exports. In addition, the countries of the  Asian Pacific have access, both as consumers  and producers, to a market made up of near ly three billion people in Asia. Both blocs,   This ""bullet"" symbol identifies statements or insertions which are not spoken by a Member of the Senate on the floor.  Matter set in this typeface indicates words inserted or appended, rather'-than spoken, by a Member of the House on the floor.  ",1992
4,,102,-0.385,41,1,Mr. KILDEE.,"  I am pleased to introduce the  Work Force Readiness Act which is designed  to provide all students in all schools with the  skills necessary to be effective participants in  the work force.  The United States has entered into a new  era of global economic competition, one  in  which we must compete  for market share  globally as well as  in our own country. Busi nesses increasingly have to contend with an  onslaught of competition from abroad, chang ing consumer demands, and the need to pro vide high quality goods quickly and efficiently.  It is no longer business as usual.  A key element in making sure America can  compete  is a qualified and productive work  force. The Work Force Readiness Act will help  ensure  that  students graduating  from  high  school have  the generic skills necessary  to  enter the work force ready to perform. These  skills are  tools which all students can use  whether they enter the work force immediately  upon graduation from high school or continue  on to some  form of higher education. These  skills also will provide  the  foundation upon  which more occupational specific skills can be  built.  The Work Force Readiness Act will create a  national board of employers and educators  which will work to identify generic skills nec essary to enter the work force and how these  skills can be  incorporated into what students  learn  in grades kindergarten through 12. The  skills the board identifies and the strategies for  integrating  them  into  the  regular school cur riculum would then be available on a voluntary  basis to schools wishing to use them. Building  on  the concept behind  the Secretary's Com mission on  the Achievement of Necessary  Skills  [SCANS] which  is scheduled  to  termi nate  in March,  the national board will be a  more permanent entity able to respond to the  changing needs of the work force over time.  Title II of the bill proposes grants to consor tia of education, business, and  labor for  the  EXTENSIONS OF REMARKS  actual implementation of school-to-work transi tion projects. Many of its provisions are mod eled after innovative programs operating in my  congressional district, where consortia of busi ness, education, and  labor are working  to gether to implement projects in schools which  will provide students with the skills necessary  to enter the work force. These projects seek to  provide workplace skills through a comprehen sive approach which  begins  in  elementary  school and continues through graduation from  high school by integrating workplace skills into  the regular school curriculum. Because of pro grams like this, students in my district are bet ter able to understand what it means to work  and what skills are necessary to work.  Hopefully, this bill can provide a focal point  around which serious discussions concerning  workplace skills will continue.  I welcome  the  comments of those concerned about building  the capacity of our students to enter the work  force ready to achieve and to be active partici pants in our economy.  TRIBUTE TO DR.  JAMES CHIPMAN  FLETCHER-TWICE ADMINISTRA TOR OF NASA  HON. DICK SWElT  OF NEW HAMPSHIRE  IN THE HOUSE OF REPRESENTATIVES  Friday, January 3, 1992  ",1992
5,,102,-0.144,41,1,Mr. SWETT.," Mr. Speaker, just before Christ mas, our Nation lost one of the great contribu tors  to our Nation's space program. As a  member of  the Science, Space, and Tech nology Committee, I feel keenly the great loss  of Dr. James Chipman Fletcher-scientist, ed ucator, businessman, administrator, and dedi cated public servant.  Dr. Fletcher served twice as Administrator of  the National Aeronautics and Space Adminis tration. He was the only man to head our Na tion's civilian space agency on  two separate  occasions. With a total of 9 years of service  during his two terms in office, he was NASA  Administrator  longer  than any other person,  guiding the space agency under five different  Presidents of the United States.  Mr.  Speaker,  to  do  this,  Jim  Fletcher  unhesitatingly placed service  to his country  above his own personal convenience and fi nancial rewards. His willingness to do so, and  his selfless dedication  to public service pro vides the rest of us with an example we would  do well to follow.  Dr. Fletcher was serving as president of the  University of Utah when he first accepted the  position of NASA Administrator in 1971. Prior  to  this, he had been a research physicist, a  teacher, and an official in several corporations,  one of which he founded. He was well under way  in  the pursuit of his  lifetime goal of  in creasing man's knowledge and understanding  of the universe in which we live.  When asked to leave the university to take  on the sensitive and highly visible position as  head  of our Nation's  space  agency,  Jim  Fletcher answered  the President's call. He  said at the time that he felt it was his duty as  a citizen to serve his country when asked to  do so. From  1971  to 1977, he directed a  space program which saw development of the  39  Apollo manned space  flights and great ad vances in man's exploration of outer space.  After leaving NASA in May 1977 to return to  his family and private life, Dr. Fletcher accept ed a teaching position with  the University of  Pittsburgh and operated a lucrative consulting  business. He was again fulfilling his personal  goals and  receiving substantial  financial  re wards.  In May 1986-4 months after  the space  shuttle  Challenger  exploded,  causing  the  death of all seven astronauts on board-then President Ronald Reagan asked Jim Fletcher  to return as NASA Administrator until the shut tle  program  and  public  confidence  in  the  space agency could be restored.  Reluctantly, but spurred on by duty and a  patriotic obligation  to serve our country, Dr.  Fletcher agreed to return. As he said at that  time, he  ""felt he had an obligation  to help  NASA and  the space program  in a time of  trouble."" From May 1986 until April 1989, he  supervised efforts to restore the manned flight  program as well as  revamp NASA manage ment and safety procedures.  He  submitted  his  final  resignation  from  NASA in a letter to President Bush on March  21, 1989, just 3 days after the third successful  post-Challenger space shuttle  flight. Charac teristically, he told the President that ""the time  has come when the leadership of NASA can  safely be placed in another's hands.""  We  live  in an era where many persons  adopt  the philosophy of me  first. We see  around us all  too many examples of individ uals who accept positions in our Government  for a short time when  the intention of estab lishing connections and contacts which  they  can use when they return to the private sector  to earn rich financial rewards.  Dr. James C. Fletcher twice demonstrated  that he is another kind of individua~ne who  is willing to place service to our country ahead  of personal convenience and financial reward.  Mr. Speaker,  I invite my colleagues to join  me in paying respect to this outstanding sci entist, teacher, NASA Administrator, and pub lic servant. Dr. Fletcher's example is one that  we-and all Americans-should seek to emu late.  SAL UTE TO JAMES ""JIM"" BELL  HON. JOSE E. SERRANO  OF NEW YORK  IN THE HOUSE OF REPRESENTATIVES  Friday, January 3, 1992  ",1992
6,,102,-0.491,41,1,Mr. SERRANO.," Mr. Speaker, I rise today to  recognize  the  accomplishments  of  James  ""Jim"" Bell, a leader and humanitarian whom I  greatly respect and admire. Mr. Bell is the po litical action director as well as director of vo cational training and basic education for Dis trict 65 of the United Auto Workers AFL-CIO.  He  is also president of  the New York City  Chapter of the Coalition of Black Trade Union ists.  Mr. Bell has dedicated all of his adult life to  community service. He is a founding member  of the New York Consortium for Worker Edu cation; a member of  the National Executive  Board of the Coalition of Black Trade Union ists; a member of the NY Anti-Apartheid Co",1992
7,Senate,102,-0.309,67,1,Mr. BYRD.," Mr. President, I yield the  floor.  ",1992
8,Senate,102,-0.212,67,1,Mr. BAUCUS.," Mr. President, I thank  the Chair. I also thank the President  pro  tempore  for  that  statement.  I  think he has put the agenda in perspec tive and I appreciate his remarks.  PRESIDENT BUSH'S TRIP TO  JAPAN  ",1992
9,Senate,102,0.382,93,1,Mr. HATCH.," Mr.  President,  both  sides of the aisle can and should work  together to develop a strategy to improve education  in  this country. We  have done it before, and I  think we  should do it again.  On  our  committee,  generally we  agree on education matters before they  come  to  the floor.  In  this particular  case, we have not agreed. I think edu cation should not become a political  issue, at least among ourselves.  My home State of Utah has done  some excellent  things  in the area of  education.  Through  the  years  they  have tried many experiments to try to  improve the education of children, de spite rather limited resources in our  State. Some of these experiments have  been very  successful and have been  adopted by other schools, while others  have not worked as well and have been  terminated.  In most  cases,  these  changes were ideas of individual teach ers working with the children assigned  to  them.  I believe  in  teachers and I  know that by working with them, we  can do what is best for our children.  Last spring, the Bush administration  proposed a bold new strategy  to up grade and reform schools in this coun try. Many of the  ideas presented by  President Bush and Secretary Alexan der are ideas that I strongly endorse. I  also can support many of the ideas out lined by the majority in this particular  bill, S. 2. But I am very sorry that,  after spending many hours  trying  to  work with both the administration and  the majority, we do not have a biparti san bill before us which  incorporates  the  ideas of both  the administration  and the majority.  It seems  that all  that effort went  down the drain and with it went our  hope for  the kind of bipartisan com promise that has been the hallmark of  education policy and the hallmark of  our committee through the years.  Mr. President, this is the son of S. 2.  The committee has reported this bill  out twice, once early last spring when  the bill was developed without input  from the administration or the Repub lican members of the Labor and Human  Resources Committee. The second time  this bill was reported out the Repub licans agreed to vote for the bill with a  commitment that there would be a se rious effort to meet the needs of the  administration  and  the  Republican  members of  the committee. Unfortu nately  the  second S. 2 has met  the  same  fate as  the  first S. 2,  because  there has been no willingness to incor porate any of the major ideas of the  President in the bill.  Let me read to you the concerns of  the minority regarding  the bill after  the initial markup.  We are ready and willing to be full partici pants in a process of developing constructive  legislation which will move toward the com mon goal of a better-educated America.  We all want the best possible education for  the children and adults of our nation. To  make the most effective use of the federal  resources devoted to this cause, it is impor tant that Congress work closely with  the  ",1992
