,branch,congressID,ideology_score,page,part,speaker,speech,year
0,Senate,93,-0.296,15,3,Mr. JACKSON.," Mr. President,  there  has been much discussion in the last few  days about the danger of rolling back  prices to a  level which would diminish  needed petrolewn supplies. It is clear  that, at some level, prices could be set so  low as to discourage future exploration  and development. It is also clear that  there  is  a  point at which  crude oil  prices  become  excessive,  unreason able  and  serve no  rational  economic  purpose. Incentives are needed for ex ploration and development of future en ergy resources. The clear majority of ex pert opinion  in Government,  industry  and the universities agree that present  prices of uncontrolled oil are far in ex cess of levels which are necessary for the  further exploration and development of  additional domestic energy resources.  In the past few months, the industry  has presented a number of estimates of  the price needed  to elicit an adequate  long-term supply of energy  resources:  these estimates range from $3 to some. what under $7.  Industry's own :figures  prove that a meaningful price rollback  can be affected without diminishing sup _ply. According to the highest studies and  estimates that I have received, a price  ceiling of about $7 would be more than  adequate to encourage a sufficient long term domestic supply of energy resources.  As recently as February 4, 1974, the rep resentatives of the Federal Energy Of fice testified that:  It is reasonable to assume that after about  three  to five years, and allowing for some  inflation,  if  the price of oil  increases by  about 50 percent from mid-1973, supplies  should fiow  to satisfy about 85-90  percent  of our demands. Accordingly, we have for  planning purposes estimated that the ""long term supply price"" is about $7.00 per barrel.  A number of other recent studies have  .focused on determining the long-run sup ply price of crude oil needed to elicit adequate domestic supplies of oil. A sum mary of the :findings of these studies fol lows:  Federtd Energy Office  (January  1974):  "". . . The long term supply price of bringing  in  the alternate sources of energy in this  country, as well as drilling the Outer Continental Shelf and the North Slope ... is $7  a barrel, current 1973 dollars.""  the Treasury  Department of  (December,  1973): ""No one knows exactly what the long term supply price is, as no one can predict  the future that clearly. Our best estimate is  that it would be in the neighborhood of $7  per barrel within the next few years.""  Petroleum  Association  of  Independent  America  (1973 projections):  ""In  terms of  constant 1973 dollars ... an average price of  about $6.65 per barrel  for  crude oil ...  would be  required over  the  long  run  to  achieve 85% self-sufficiency in oil and gas by  1980.""  National Petroleum Coimcil Oil and Gas  Availability (Dec. 1973) : For maximum at tainable  self  sufficiency by  1980,  average  revenue required per barrel of crude is shown  on the following table for different rates of  return.  TABLE 653.AVERAGE  UNIT  REVENUE  BARREL OF CRUDE 01 Lt  REQUIRED  PER  [Dollars per barrel) 2  10  percent  rate of  return  12. 5  percent  rate of  return  15  percent  rate of  return  17. 5  percent  rate of  return  20  percent  rate of  returns  197L ______  1972 _ -----1973 _______  1974 _______  1975 _______  1976 _______  1977 ------1978 _______  1979 _______  1980 _______  198L ______  1982 _______  1983 _______  1984_ -----1985 _______  2. 739  2. 819  2.855  2. 941  3. 168  3. 216  3. 398  3. 812  3. 815  4. 056  4. 288  4. 553  4. 864  5. 151  5. 500  2. 981  3. 066  3.112  3. 214  3. 359  3. 530  3. 738  3. 978  4. 208  4. 476  4. 738  5. 037  5. 381  5. 707  6. 093  3. 223  3. 315  3. 370  3.486  3. 650  3. 844  4.078  4. 344  4. 601  4. 896  5. 183  5. 520  5. 899  6. 262  6.687  3.465  3. 563  3. 628  3. 759  3. 941  4.158  4.413  4. 711  4. 995  5. 317  5.639  6. 004  6. 417  6. 818  7. 280  3. 706  3. 812  3. 836  4. 031  4. 232  4.472  4. 758  5. 077  5. 339  5. 737  6. 087  6.487  6. 935  7. 374  7.873  .l Based on economics for lower 48 States and South Alaska.  2 Constant 1970 dollars.  a All  rates of return are annual book return on average net  fixed assets.    Source: National Petroleum Council, U.S. Energy Outlook:  Oil and Gas Availability (1973).  Oil and Gas Journal (September 17, 1973):  ""The price outlook for domestic crude thus  . has to be rated promising ... The new prices  make  investment  attractive  in  the  new  equipment and services to rejuvenate mar ginal wells  .  .  . Risks are becoming worth  taking.""  Petroleum Independent (November 1973):  ""There's no doubt that prospects are for in creased drilling. Everybody I know is plan ning on it. With new oil priced from $5.30 to  $6.00 per barrel, there's incentive now to go  looking for oil.""  The conference report provides for a  rollback of all oil prices-new oil,  re leased oil, stripper well oil, and State  royalty oil-to a maximum of $5.25 a  barrel on a national average. The con ference report also provides that these  are ceiling prices and the President may  establish lower prices ""if he determines  that lower ceiling prices will permit the  attainment of  the objectives"" of  the  Emergency Act and the Petrolewn Allo cation Act.  The conference report provides a pro cedure  whereby  the  President may  , specify a higher price  for  reas01iable  classificatiorn of crude oil, such as oil  from stripper wells,  if he finds  that a  higher price is necessary to permit the  attainment of the objectives of the act.  The procedure for specifying a higher  price requires a detailed analysis justi fying the need for a higher price. This  analysis must deal with the impact of  price on supply, demand, the economy,  .consumers, employment, and competi tion. This analysis must be ttansmitted  to the Congress, and no proposed price  increase may take effect during the first  30 days after date of enactment until  Congress has received the analysis and  _had 15 days to review the stated justifi cation.  Finally, the conference report provides  that the price for domestic crude oil may,  under no circumstan .... es, exceed 35 per cent of the rollback price of $5.25-which  means a national average price of $7.09  a barrel.  Any price in excess of this would re quire an act of Congress to amend the  rollback  provision  of  the  conference  report.  The pricing procedure established by  the report is subject to administra.tive  review and a requirement for hearings. It  is also subject to  judicial review on a  standard of substantial evidence.  Mr. President, price increases in the  oil industry have far exceeded average  increases in all other commodities in the  economy in 1973. From January to Oc tober 1973, percent changes in the Whole sale Price Index  included  increases of  79.6 percent for fuel oil, 53.8 percent for  gasoline, 22.2 percent for crude products  and 55.8 percent for all refined petroleum  products. In contrast, the WPI increase  for all commodities during  this period  was 16.4 percent. By December, fuel price  increases accounted for 40 percent of  the increase in the Wholesale Price In dex. A year ago, crude oil was selling for  $3.40 a barrel. Today, prices in excess of  $10 a barrel are common for new oil and  oil produced from stripper wells; old oil  sells for a ceiling of $5.25 .a barrel.  By the time these costs are passed on  to the conswner in the form of increased  rates  for. electricity and  for gasoline,  heating oil and other products, the im pact is even greater. The Federal Energy  Office estimates that every-dollar cost in crease for a barrel of crude translates  into 2.5 cents increase in a gallon of gaso- line or heating oil. In 1974, the Consumer  Price Index is expected to rise by about  8.5 percent. The cost of living is pro jected to increase about 5.5 percent. Oil related cost increases alone will account  for 3 percent of the increase in the cost  of living.  It is difficult to justify today's soaring  fuel prices, despite the current worldwide  petroleum shortage. Long term benefits  may accrue to conswners in the future  if price-related profits are used to de velop new sources of energy, but there  are indications the current price levels  are far greater than those needed to pro mote domestic  energy  self-sUfficiency.  Clearly, a balance must be struck be tween the need for new energy sources  and the present health of the economy.  Reason must prevail in the petroleum  pricing system.  Mr. President, the rollback provision  in the report is different in a number of  ",1974
1,Senate,93,-0.313,41,3,Mr. RIBICOFF.," Mr. President,  the  Subcommittee on Reorganization, Re search, and International Organizations  of the Government Operations Commit tee will hold hearings on a proposed En ergy Research and Development Admin istration and a proposed Department of  Energy and Natural Resources on Feb ruary 19, 20, 21, 26, and 27, 1974.  ADDITIONAL STATEMENTS  THE SHORTAGE OF PETRO CHEMICALS  ",1974
2,Senate,93,0.278,41,3,Mr. TAFT.," Mr. President, I have be~  come extremely concerned about the in ability of chemical firms, plastics and  rubber processors, and other small fabri cations to obtain the petrochemicals they  need, despite the existence of the man datory allocation program  for  refined  petroleum products.  I have supported from the beginning  of debate the priority position assigned  in the allocation program to the petro chemical industry. In recognition of this  industry's tremendous importance to the  economy, that position has been refiected  in the Federal Energy Office regulations  which allow petrochemical producers to  receive 100 percent of current petroleum  requirements. However, the congressional  concern for the welfare of this industry  extended not just to the producers and  first purchasers of petrochemicals, but  to all of  the  industries ""downstream""  which need them. Our efforts to generate  continued production in the petrochemi cal sector will be considered successful  only if these operations, as well as those  directly receiving an allocation of petro leum products, benefit from more ade quate supplies of their raw materials.  Unfortunately, that does not appear  uniformly to be the case. Those who have  been able to buy polystyrene and other  petrochemical feedstocks have, in many  cases,  increased  their  internal use of  these  feedstocks  rather  than making  them available to the processors which  I  have  historically  relied  upon  these  sources of supply. That these companies  can expand their production significantly  while those who have relied on them for  petrochemical supplies are forced to lay  off workers and consider shutting down  is evidence of inequitable distribution of  the feedstocl.r..s. Because of this situation,  the jobs of hundreds and perhaps thou sands of my constituents in fabricating  plants are presently in danger.  The drastic increase of late in the ex port of petrochemical  f eedsoocks  is a  further source of irritation. Even though  a small amount of f eedstocks is involved,  I do not see how anyone can blame the  work:.ers in the industry whose jobs are  endangered if they have trouble stom aching  these  increased exports.  I am  pleased that the Commerce Department  has now imposed a monitoring system  to assess the volume and effect of the  exports.  understand  that  the Federal En ergy Office has now agreed to amend reg ulations to direct that ""to the maximum  extent practicable"" recipients of petro leum product allocations in the industry  should  conduct  sales  Policies which  foster competition. Because the distribu tion problems seems  to  revolve more  around the action of ""middlemen"" who  buy the feedstock products than the com panies  actually  receiving  petroleum  product allocations, this change in the  regulations, although welcome, may have  a limited effect. The Cost of Living Coun cil's action last week to lift price controls  from nearly all petrochemical f eedstocks  should be of much more consequence.  The Cost of Living Council hopes that a  sufficient increase in petrochemical sup plies will result, mostly because the price  rise will increase the relatively profit ability to refiners of producing necessary  feedstock materials rather than gasoline.  We are all hopeful that such an in crease in the supply of petrochemical  feedstocks will be of sum.cient magnitude  to alleviate  the present problems and  thereby obviate the necessity for full al location of petrochemicals. An allocation  program of that type would be extremely  difficult  to administer effectively and  should be avoided if at all possible. I am  willing to wait a few weeks before ad vocating a full petrochemical allocation  program to detennine whether the Cost  of Living Council's action is adequate.  If the serious shortages continue, how ever, we will have no choice but to face  up quickly to the possibility that the al location program will have  to be ex panded. This would be necessary  for  the sake not only of saving our constit uents' jobs, but also to insure that high priority chemical needs such as medical  needs will be fulfilled despite the short age.  LOWER MISSISSIPPI VALLEY FLOOD  CONTROL PROJECTS  ",1974
3,Senate,93,-0.056,41,3,Mr. STENNIS.," Mr. President, the fiscal  year 1975 budget for :flood control proj ects in the lower Mississippi Valley re flects  the fact that we had a  tremen dous fiood in that area last spring. The  amounts request~d for  the Mississippi  River and tributaries project are greater  than those shown in the budget submission last year. Howeyer, they fall short,  in my judgment, of what will be needed  in that area, and I intend to explore this  aspect very thoroughly in the hearings  that I soon will conduct as chairman of  the Public Works Subcommittee of the  Senate Appropriations Committee.  The necessity for maximum progress  on :flood control work in the Mississippi  . Valley is amply justified by the tremen dous damages that were prevented last  year by those projects, and the flooding  and hardships that existed, because the  projects had not all been completed.  If any additional emphasis is needed,  however, it certainly is provided by river  conditions this year.  The situation in the lower Mississippi  Valley is such that it should be watched  very carefully with respect to flooding,  but it would be premature to actuallY  predict a flood of the magnitude of last  year. What  happens will  depend  on  whether there are heavy storms in the  next 3 or 4 months.  At present, on the minus, or bad side  of the situation, the Mississippi River is  higher now than it was last year. The  predicted high at Vicksburg, on Febru ary 7, will be 45  feet above mean low  water, or 7 feet higher than on February  7 last year. The river is now 2 feet ove1  bankfull at Vicksburg, so it has started  to back up into the Yazoo River, and will  continue to back up until February 7.  Streams in the Yazoo Basin are bankfull  or slightly out of banks. There is con siderable flooding of low-lying farmlands,  but with a  few exceptions most home~  are still out of water and people are not  evacuating.  On the plus, or good side of the situa tion, the river should crest at Vicksburg  February 7 and start falling, and if the  heavy  local  rainstorms of March and  April last year are not experienced this  year, the :flood situation in the Missis sippi Delta will be troublesome but not  extremely serious. We need good weather  and a falling river to dry out the ground  for spring planting.  The present high crest in the Missis sippi River comes  from unseasonable  early snow melt in the upper basin and  the Ohio, so we are getting rid of some  water that could otherwise have hit us  all at once in the early spring, when the  danger of flood  is at its annual maxi mum.  The district organizations of the Corps  of Engineers in the lower valley are con centrating on flood preparedness, and re pairing damages to flood control struc tures.  So it is clear that the budget submitted  to the Congress is going to have to be very  carefully examined to see if it provides  the money to do all that should be done,  in view of the seriousness of the situa tion  in  the Mississippi Valley.  The  budget  requests  million  for  the  Mississippi  River  and  tribu taries project. This is an improvement  over the $95 million that was requested  for fiscal 1973 and the $110 million re quested last year. However, it falls short  of the $157 million the Congress felt was  needed and provided last year.  This year the budget asks for $8.5 mil lion for the Yazoo Basin, including $3.5  million for the Yazoo backwater project.  $130  ",1974
4,,93,-0.469,67,3,Mr. PODELL.," Mr. Speaker, Mr. David  Gimbel, widower and father of a retarded  daughter, has written a warm and cou rageous  poem  entitled  ""Her Sabbath  Prayer."" During these trying days in our  Nation's life, we can take heart from Mr.  Gimbel's courage for today and hope for  tomorrow.  Mr. Gimbel's poem follows:  HER SABBATH PRAYER  (By David Gimbel)  I remember the treasure of our happy years,  But now is left only emptiness and tears.  Our home was aglow with love and with cheer  And we three had each other so precious and  dear.  On the eve of the Sabbath the candles were  in place,  .And when they were lit I would look at her  face,  She would silently pray to the Lord up above  That He watch over us with His kindness  and love.  Then we kissed each other and each took his  seat-We never had much but our lives were com plete.  Like the fallen snow the tablecloth so white  And  everything around us was heavenly  bright.  When the dinner was completed she pushed  me towards the sink  And handed me a  towel with a smile and a  wink.  Togetherness  shara  And everything was done with such tender ness and care.  But suddenly one day  shine  And the most precious of jewels would no  longer be mine.  I prayed and begged but on Yam Kippur Day  An angel from heaven just led her away.  So now  light the candles when the sun  begins to set  And how many times my eyes are sad and  wet!  But I shall carry on despite my pain and fear  So my  retarded child shall still have her  daddy dear.  is precious when  the sun ceased  I  two people  to  2861  VIETNAMESE ORPHANS  HON. PATSY T. MINK  OF HAWAII  IN THE HOUSE OF REPRESENTATIVES  Thursday, February 7, 1974  ",1974
5,,93,-0.513,67,3,Mrs. MINK.," Mr. Speaker, as the spon sor of one of two primary bills to facili tate adoption of Vietnamese orphans I  believe the time has come for a full dis cussion through congressional hearings  of the problems facing  these children  and their prospective adoptive parents.  My  personal  correspondence  from  Americans throughout the Nation and  from social workers within Vietnam is  overwhelmingly in favor of speeding the  adoption of these innocent orphans who  still suffer from  the results of a war  which we once considered our highest  national priority.  However, from other branches of this  Government I have received questions  about the general advisability of Viet namese-American adoptions. Over  the  next 3 days I am presenting a  list of  these points and rebuttals from  ''The  Children,"" a book on Asian-American  adoptions written in 1969 by Jan de Har tog.  I am most grateful to Atheneum  Publishers  for granting permission  to  reprint these copyrighted excerpts:  SOME COMMON OBJECTIONS TO THESE  ADOPTIONS  (By Jan de Hartog)  1. ""ADOPTION IS NOT THE SOLUTION""  I  The first  time I heard this one was  in  Saigon, during the summer of 1967. I had  just come back  to  the hotel, sick  to my  stomach after visiting my first Vietnamese  orphanage, haunted as I  entered the lobby  by the faces o! dying infants in iron cots  and by the vision of hundreds of toddlers ly ing apathetically on the hot concrete of the  courtyard in the scorching sun, some mas turbating in vacant boredom, one lapping his  own urine to slake his thirst. On my way to  the elevator a war correspondent whom I had  met the day before invited me for a. drink in  the bar.  had to do something to banish  those  images from my mind;  thls was as good a  diversion as any. I followed him into the bar,  crowded with officials and officers;  there he  introduced me to a man in his early forties,  a government social worker whom I shall call  Andrew Hopkins. The  three of us had a  drink together and  talked about the war,  the sufferings of the civilians, especially the  children;  soon  found myself  telling  the  two men in terms that must have been fairly  emotional what I had seen that afternoon.  They listened courteously; wnen I had fin ished, the correspondent said, ""I can imagine  that what you saw must have upset you, but  let me tell you that the place you have seen  is nohing compared to  .  .  ."" and he men tioned an orphanage in another part of the  city.  ""You are upset because you're new  here,"" he added. ""Once you have been in  Vietnam for a  few weeks you'll see  things  more objectively.""  ""But I don't want to see the suffering of  these children objectively,"" I protested. ""Only  by looking at it subjectively can I hope to  keep the sense of urgency I'll need if I want  to get some of them out.""  ""How do you mean, out?"" Hopkins asked.  I told him that I had come to Vietnam to  trace sixty orphans under the age of three,  I  ",1974
6,,93,-0.396,80,3,Mr. PATMAN.," Mr. Speaker, when Sar gent Shriver served as the director of  the Office of Economic Opportunity, he  told me that credit unions were one of  the most effective  tools in the war on  poverty. He pointed out that low-income  credit unions were helping many fam ilies  to better themselves and had en couraged habits of thrift where none had  existed before.  Among the most outstanding low-in come credit unions in the country are  those .operating in Washington, D.C. AI -though these credit unions received some  .Government funding t.o help meet man _ag~al expenses, all of the lending funds  were achieved through member savings  and shortly even the subsidized mana gerial funds will be withdrawn in a plan  to enable credit unions  t.o operate en tirely on their own.  The December 4 issue of the Washing ton Post carried an outstanding article  about the low-income credit unions in  Washington. Rather than place the arti cle in the RECORD at the close of the first  session, where because of the press of  closing business it might be overlooked  by Members, I have withheld the inser tion of the article until  t.oday so that  every Member will have the opportunity  to read the article. Hopefully it will lead  t.o additional low-income credit unions  in other congressional districts through out the country:  NEIGHBORHOOD CREDIT UNIONS Am POOR  IN CITY  (By Barbara Bright-Sagnier)  Last year Amiel Summers lost his job. For  10 months he and his family lived off savings  while. he  learned  the real estate business.  Then money ran out. The rent was overdue  and his first commission from a house he'd  sold would not come through until Decem ber.  ""Last year I'd been helping underprivileged  people solve their problems,"" said Summers,  50, previously a counselor for Training Corp.  of America, a  Job Corps contractor. ""This  year-ker-plunk-I found myself with prob lems of my own.""  Summers knew he couldn't get a loan from  a bank or loan company. ""I'm strictly on  commission,"" he said, ""and no one was in terested in how productive I'd been in the  pa.st had I gone to a conventional lender, it  just wasn't there.""  But from the People's United Community  Credit Union, Summers, who lives at 1815  Kalorama. Rd. NW., got a. loan for $250 to pay  his overdue rent. He will repay it in 12 in stallments at 12 per cent interest prorated  monthly on the unpaid balance, or $22.21  per month.  Amiel Summers ls one of thousands of Dis trict residents who have turned for financial  a.id to the 10 community savings and lending  cooperatives that are part of Washington's  American Federation of Community Credit  Unions.  Traditional banking and lending organiza tions have long held that low-income wage  earners are a bad credit risk, said William G.  White, managing director of the D.C. Credit  Union League, Inc. ""The poor are generally  forced  to pay higher interest rates if they  want to borrow money,"" he said.  It was to remedy this situation, said White,  that the Credit Union National Administra tion broadened its charter base in 1964  to  allow for  the establishment of community  credit unions.  Most credit unions-financial cooperatives  that do business only with their members ha ve been set up in industry, government,  business or commerce, said White, and the  common bond of their members had been  where they were employed.  Community credit unions, on  the other  hand, drew their membership from the res idents of a single neighborhood. In 1965 the  Office of Economic Opportunity struck on the  community credit union idea as a method  to alleviate poverty in inner-city neighbor hoods. By channeling OEO funds through the  District's anti-poverty agency,  the United  Planning Organization, 9 community credit  unions were set  1p. With  the addition of  Peoples' United, the newest financial cooper ative, the number grew to 10.  ",1974
7,House,93,-0.347,93,3,Mr. HANNA.," Mr. Speaker, I take this  opportunity  to make  some  remarks  about the announcement in the news paper this morning that I will not be  seeking reelection.  I would like to make three points, if I  may, under this 1-minute speech;  the  first one is directed to the Members. I  hope to see each of the Members indi vidually to tell them how badly my de cision weighs upon me because I will be  leaving so many good friends.  . Mr. Speaker, I shall also admonish the  Members that in the future what I think  they will need more than my presence is  their sense of humor. With all the losses  we have had in the cowitry, the least we  can afford  is the loss of our sense of  humor which is so finely nurtured and  sustained.   Second, I would like to make the point,  Mr. Speaker, that I appreciate the ef forts of  the wonderful people  in and  about  this Capitol who have  the  re sponsibility for the care and feeding of  Congressmen. I direct this  to my own  staff, which is a wonderful group of dedi cated people, to those in the offices of  other Members, and to the many others  around here, both in this great room and  in the many other places where Con gressmen perform their duties. They are  a  sustaining, helpful group of people  who have made being a Congressman  worthwhile. They are going to be missed  by me, I am sure, even more than some of  the individual friends I have made.  The third point, Mr. Speaker, is di rected to the new Members who are going  to be coming into this House. My an nouncement is hallmarked by a complete  lack of uniqueness, since  I  anticipate  there are going to be a lot of new Mem bers.  I would like to say that when I  first  came to Congress, I made a predfotion in  my district that no one would come to  me and say, ""Thank God, young man,  you are here."" And that was very true.  It is equally predictable now that there  are not going to be a lot of people say ing, ""Please do not leave."" So there is a  humility about being in service here.  When I came to Washington, I put a  lot of time and energy into finding out  what was going on and some additional  effort into trying to fit in.  To those who will be in the new group  next January, they should put all their  time and attention into finding out what  is going on. If they find out, they will not  have to worry about fitting in, because  they will have already reached the elite  group in this House.  Mr. Speaker, I hope that during the  remaining period of my service I can  be of some assistance to my fellow Con gressmen and to this House and to my  district, and it is with great sorrow that  I have made the decision not to be one  of those who will be sitting here in the  next Congress.  SPECIAL ENERGY APPROPRIATION  BILL  (Mr. MAHON asked and was given  permission to address the House for 1  minute, to revise and extend his remarks  and include extraneous matter.)  ",1974
8,House,93,-0.168,93,3,Mr. MAHON.," Mr. Speaker, the House  today will  consider  an  energy  bill;  namely, the Solar Heating and Cooling  Demonstration Act. Today's bill author izes the appropriation of $50 million to  the National Aeronautics and Space Ad ministration over a 5-year period.  The energy crisis is the most urgent  and immediate economic problem con fronting the Nation and world today, and  it is mandatory that Congress act ag gressively and promptly in providing the  necessary  legislation  to move  forward  with energy research and development  programs.  The Committee on Appropriations pro poses to bring to the House, immediately  after Easter, a special comprehensive ap propriation bill for energy research and  development programs for the fiscal year  beginning July 1. This would allow fund ing to be in place for energy activities  in advance of the new fiscal year and  would domuch to promote orderly plan ning and efficient execution of the energy  programs of the various Federal agencies.  The Appropriations Committee pro poses to move as rapidly as possible to",1974
9,House,93,0.23,132,3,Mr. WYLIE., Will the gentleman yield?  ,1974
