,branch,congressID,ideology_score,page,part,speaker,speech,year
0,Senate,98,0.391,41,3,Mr. THURMOND.," Mr. President, I  rise  today  to  introduce a bill which  would amend  title 38 of  the United  States Code to authorize eligible veter ans  to  receive  reimbursement  for  chiropractic services  received  in cer tain circumstances through the Veter ans' Administration medical care pro gram.  Under current law, the VA has the  authority to provide chiropractic serv ices to veterans and any VA physician  may, on a case-by-case basis, refer an  eligible veteran to a chiropractor for  treatment.  Despite  this  authority,  only a few, if any, veterans have ever  been ref erred by VA physicians to a  chiropractor at VA expense.  Mr. President, I believe our Nation's  veterans deserve  the same access  to  medical  treatment,  including  chiro practic treatment, as do recipients of  other Federal and State health care  programs, many of which now provide  chiropractic treatment to their benefi ciaries. It is time that the V A's policy  and practice be brought more in line  with  these programs. For  instance,  under the medicare program which is  administered by  the Department of  Health and Human Services, it is typi cal  for  eligible persons  in need of  chiropractic care  to seek and obtain  the services of a doctor of chiropractic  and to receive reimbursement for such  services  from HHS. Reimbursement  for chiropractic services  is also cur rently provided under the Federal Em ployees  Compensation Act  and  a  number of States include chiropractic  services under their medical assistance  programs.  Mr. President, the legislation which  I propose today is nearly identical to  S. 1956, a bill which I introduced and  which was  passed  by  the  Senate  during the 97th Congress. It will es tablish a pilot program to compel the  use of chiropractors within the VA. It  limits the number of veterans who are  eligible for its benefits and also limits  total  expenditures  for  chiropractic  services under the pilot program to $2  million in any fiscal year. Unless ex tended, the program as proposed will  expire on September 30, 1986.  In conclusion, Mr. President, let me  say that while the House has, on two  occasions, rejected this Senate-passed  pilot program, it has joined the Senate  in strongly urging  the V A's Depart ment of Medicine and Surgery to re evaluate its position and to use its ex isting authorities to provide, at least  on a pilot basis, chiropractic services  in appropriate cases as part of the hos pital  care  or medical  services  fur nished to veterans. This message was  ignored by the VA. I, therefore, urge  Congress to send a stronger message  to the VA on this matter by favorably  considering this bill.  Mr. President, I send the bill to the  desk and ask that it be referred to the  appropriate  committee  for  prompt  consideration, and  I  ask unanimous  consent  that  it be printed  in  the  RECORD at the conclusion of my  re marks.  There being no objection,  was  ordered  to  be  printed  RECORD, as follows:  the bill  in  the  S.567  Be it enacted by the Senate and House of  Representatives of  the United States of  America  in Congress assembled, That <a>  section 601 of title 38, United States Code, is  amended by adding at the end thereof the  following new paragraph:  ""(9)  The  term  'chiropractic  services'  means  the manual manipulation of  the  spine performed by a chiropractor <who is  licensed as such by the State in which he or  she performs such services and who meets  the uniform minimum standards promulgat ed for chiropractors under section 1861<r)(5)  of  the  Social  Security Act  <42  U.S.C.  1395x(r)(5))) to correct a subluxation of the  spine. For the purposes of this paragraph,  such term does not include physical exami nations, laboratory tests, radiologic services,  or other tests or services determined by the  Administrator to be excluded."".  ",1983
1,Senate,98,0.631,80,3,Mr. HELMS.," Mr.  President,  I  wonder if Senators noted an article in  the August issue of Reader's Digest,  entitled, ""Sign Up-Or Else!""  The article describes a situation in  which New York union officials used  violence and coercion in a campaign of  terror to force a successful electronics  company into bankruptcy.  The owner and employees of  the  company would have been unable to  resist this terror in the courts if not  for  a  charitable  legal  organization  based in Springfield, Va.  I applaud the noble efforts on behalf  of  the workers  taken up by Steve  Antosh and the Center on National  Labor Policy, an outstanding charita ble legal foundation located in Spring field, Va.  The  Elector-Harmonix  case  is  a  grim, forceful reminder to us all. Only  when union officials are held responsi ble for their acts of intimidation and  violence can workers truly enjoy the  freedom  to  pursue  the American  dream.  Mr. President, I ask that the article  be printed in the RECORD.  ""SIGN UP-OR ELSE!""  <By Randy Fitzgerald)  With $1000 he had saved as an electrical  engineer, 26-year-old Mike Matthews found ed Electro-Harmonix, Inc., in 1968. The firm  designed and manufactured electronic musi cal instruments and accessories. First-year  sales amounted  to only $50,000, but  ten  years  later  they had reached $5 million.  Electro employed 150 persons, nearly all of  them black, Hispanic or Asian.  Mike Matthews was a fair-minded employ er who cared  for his workers. Although  most of them began on an assembly line at  the minimum wage, they had unlimited op portunities to advance. For example, Willie  Magee, a 38-year-old black, worked his way  up from unskilled laborer to vice president  of sales at an annual salary of $51,000. And  Manny Zapata, a Spanish immigrant who  spoke no English when he arrived at the  company, became director of foreign mar keting.  All the technicians who worked with the  oscilloscopes,  voltmeters  and  generators  that  tested Electro's complex  electronic  products had started out with the company  as  unskilled  laborers. Dozens  of  others  moved up to bookkeeping and office posi tions while receiving on-the-job training.  Matthews  created  an  environment  in  which  unskilled  people  could  become  skilled, productive citizens. His philosophy:  workers  should advance by merit  rather  than by seniority. In 1978 Matthews was  named New York State Small Business  Person of the Year.  The award apparently attracted the atten tion of the Plastic, Moulders' and Novelty  Workers' Union, Local 132 of the Interna tional Ladies' Garment Workers' Union  CILGWU). Within weeks, a union official  called and said he wanted Matthews to in stall a union shop  in which all workers  would have to join the ILGWU. ""It won't  cost you a dime,"" Matthews was  told. ""In  fact, you can save money.""  Matthews rejected the overture. To per suade  employees  to  sign  ILGWU  cards,  union organizers stationed themselves out side  the company's small  loft factory on  New York City's West 23rd Street. They  made little headway. After a few weeks the  organizers withdrew in defeat, claiming that  Matthews had frightened his workers into  opposing the union.  Actually,  the organizers  failed  because  Matthews had a  remarkable rapport with  his employees. Everyone addressed him by  his first name, cracking jokes and kidding  him as he walked through the factory. Mat thews organized parties and outings for his  workers. On two occasions he closed down  the  factory,  rented buses  and  took  the  entire work  force  to Long  Island  for  a  picnic. He provided his employees with med ical benefits and paid vacations. They recip rocated with affection and loyalty.  Three years after the first organizing at tempt,  the union  returned. Alleging  that  Matthews was abusing  the exploiting mi norities, organizers distributed union cards  to the Electro employees. To call a repre sentative election, signatures were needed  from at  least 30  percent of Matthews's  workers. After a week, fewer than a dozen  cards had been returned. Once again the  union faced an embarrassing rejection.  On Monday, August 10, 1981, a  raucous  crowd of about 50 people assembled in front  of Electro. As Matthews approached  the  building's entrance, he was accosted by five  toughs. One slugged him in the face, an other two pulled at him from behind, while  two  others  kicked  him.  As  employees  emerged from the subways in the morning,  they were confronted and offered money for  lunch, and then asked to sign union cards. If  they refused, they were pelted with eggs or  threatened with fists and clubs. Pho Kham,  a 20-year-old Laotian refugee who had es caped communist  tyranny a year earlier,  was warned, ""Sign up or you'll go to a hospi tal!"" Ecuador-born Fausto Quevedo, 48, was  told by an organizer that if he did not sup port the union, he would be shot in the legs.  Employees trying to enter the building had  to run a gauntlet of shoving, kicking, punch ing and screaming organizers the union had  sent in. Even though police arrived to set up  barricades, only about 20 of Matthews's employees were able to get inside. Production  came to virtual standstill.  For the rest of the week employees were  threathened and taunted as they tried to  report  for work. On his way home one  evening Steve Griffin, 25, was ambushed by  four union thugs and struck over the head  with a bottle. On another night union van dals crept into the building and poured glue  into door and elevator locks.  The following week the union's campaign  of terror resumed in full force. When he left  work at 5 p.m. on Tuesday, August 18, cus tomer-service  representative Geoff Becker  was accosted by several union goons. One of  them slammed a fist into the side of Beck er's face, knocking him unconscious. For six  weeks after the attack Becker experienced  horrible headaches, until a brain operation,  to remove a blood clot caused by the blow,  relieved the pressure inside his head.  By Wednesday Electro's labor force had  been reduced  to a handful of frightened,  angry workers. Since police were unable to  assure Matthews that his workers could be  protected beyond  the plant entrance, he  closed the company and sent his employees  home.  On Thursday morning, after a TV report  the previous evening had shown union orga nizers  involved  in violent acts, police as signed additional officers to the area. The  next day Matthews and about 60 of his em ployees  assembled  at  the Fifth Avenue  subway entrance and marched to Electro in  open defiance of the pickets. They were now  more determined than ever to survive the  union campaign of terror.  Over this period of picketing and harass ment, Matthews and his work  force had  maintained high morale in the face of accu mulating financial problems heightened by  the union's disruptive  tactics. And  then,  convinced  that Electro could not survive,  the Philadelphia  lender  that had backed  Matthews withdrew  its funding.  It was a  savage blow. Faced with a  credit cutoff,  Matthews searched desperately for other fi nancial backing. He did not find it.  On August 25,  just as suddenly as they  had appeared,  the union organizers were  gone, ending three weeks of abuse and hoo liganism. But not before seven of them had  been arrested on charges including assault,  disorderly conduct and harassment. <The  charges  have  since  been  dismissed.)  seemed to Matthews that the union had in tentionally set out  to bankrupt him and  make unemployment statistics of his work ers.  For the next five months Matthews and  about 40 employees hung on valiantly in an  effort to save the company and their jobs.  Even when he fell  four weeks behind on  their wages, his employees kept reporting  for work, determined to stand by Matthews  in his hour of need.  On January 18, 1982, the National Labor  Relations Board ordered the union to ""cease  and desist"" from threatening employees of  Electro-Harmonix, inflicting physical harm  upon them, or giving them money in return  for their signatures on union cards.  But this condemnation of union violence  and coercion was too little and too late to  help Mike Matthews and his employees.  Electro-Harmonix had been without phone  service or electricity for over three months,  the workers toiling by candlelight. The em ployees, like Mike Matthews himself, were  broke.  A week after the board's ruling, Matthews  held a tearful farewell party with his emIt  ",1983
2,,98,-0.492,93,3,Mr. METZENBAUM.," Mr. President,  I  ask unanimous  consent  that  the  order for the quorum call be rescind ed.  The PRESIDING OFFICER <Mr.  MURKOWSKI). Without objection, it is  so ordered.  ",1983
3,,98,0.372,132,3,Mr. MICHEL.," Mr. Speaker, our col league LYNN MARTIN of the 16th Dis trict of  Illinois  recently offered her  views on the subject of ""Congressional  efficiency."" I found those views to be  very useful and I want to share them  with the rest of our colleagues.  At this point I wish to insert into the  RECORD  ""Congress' Lynn Martin: A  Veteran Member Grades Congression al Efficiency"" from Government Exec utive magazine, January 1983.  CONGRESS' LYNN MARTIN: A VETERAN  MEMBER GRADES CONGRESSIONAL EFFICIENCY  In 1980, when Lynn Martin, then 40, first  ran for Congress as a Republican in Illinois'  16th District <Rockford and  surrounding  rural areas as far south as President Rea gan's hometown, Dixon), she campaigned on  a  theme  of  ""Competence  and Common  Sense in Congress."" After two years experi ence on Capitol Hill, and re-election last No vember, how does she feel about ""compe tence"" in Congress?  ""The House,"" she told Government Exec utive,  ""could use a management consult ant-no, we could use a whole team of man agement consultants. And that's not a Party  line. I saw Leon Panetta CD-Calif.) at seven  a.m.  the other Monday, coming  into  the  <Longworth House Office)  building  and  both of us looked terrible.""  Still, she says, ""Wanting a chance to do  something to help your country makes this  the place you want to be;"" and, ""I recom mend the job-although you better have a  strong constitution, not get sick too often,  learn to detest receptions, and learn to read  airline schedules like an expert.""  A Phi Beta Kappa graduate from the Uni versity of Illinois; former high school teach er of government, economics and English;  elected  to  the Winnebago  <Rockford)  County Board; elected to the Illinois State  General Assembly in 1976 and to the Illinois  Senate in 1978, she was no novice on the  workings  of Government when  she was  elected to the U.S. Congress in 1980. Still, as  ",1983
4,,98,-0.35,145,3,Ms. KAPTUR.," Mr. Speaker, I would  like to bring to the attention of my  colleagues an article from the Wash ington Post on February 20, which  marks  the beginning of an era  in  which nuclear war becomes even more  EXTENSIONS OF REMARKS  likely. India, the article explains, has  become the first developing country to  begin accumulating sizable stockpiles  of separated plutionium, and doing so  at a rate that would enable it to build  about 20 atomic bombs a year! The sig nificance of this much dreaded event  must not escape us.  I hope that my colleagues will give  some thought to this development and  to the horrors which could ensue. We  must realize that now the importance  of making substantial progress in the  arms reduction talks with the Soviet  Union increases greatly. For only if we  show our commitment in this arena  can we be respected and serve as an  example when we push other nations  in the same direction. I urge my col leagues to take the time to read the  article which follows.  INDIA STORING ARMS-GRADE PLUTONIUM  <By Milton R. Benjamin)  India has become  the  first  developing  country to begin stockpiling separated plu tonium at a  rate that would enable it to  build about 20 atomic bombs a year if it de cides to pursue a nuclear weapons program,  according to U.S. and international sources.  The process of separating the plutonium  from burned-up  fuel produced by  Indian  atomic power plants is taking place at the  Tarapur reprocessing facility near Bombay,  which went into large-scale operation last  November, according  to  the International  Atomic Energy Agency <IAEA>.  Previously, the plant only had been used  to  reprocess small amounts of spent fuel  from research reactors.  According to IAEA officials, the separated  plutonium is being kept in a storage room  there where it will be held until Indian offi cials decide its use. Indian atomic energy of ficials  said yesterday  that  the plutonium  might fuel an experimental fast-breeder re actor, which itself would produce additional  plutonium.  The significance of large-scale reprocess ing in India, however, is that it marks the  beginning of the era that has long worried  nuclear nonproliferation experts-the time  when nations without nuclear arsenals start  accumulating sizable stockpiles of separated  plutonium.  ""There simply is no reason connected to  their civilian power programs why any of  these countries need  to begin stockpiling  separated plutonium in this decade,"" a U.S.  government official said. ""It makes no sense  in an atomic power context at all."" Until  now, virtually all of the plutonium produced  in atomic power plants in developing coun tries has remained part of the highly radio active spent fuel.  The plutonium  stored  in  this way  in  spent-fuel pools in several dozen countries is  not easily accessible.  If a nation decided to use such plutonium  to build nuclear weapons, it first would have  to construct a  reprocessing plant, which  would take at least two years.  But is a country has a stockpile of sepa rated plutonium,  the  temptation  to build  nuclear weapons in a time of crisis might in crease greatly. A country that already had  done weapons-design work might be able to  fabricate separated plutonium into bombs in  a matter of weeks, or perhaps days.  The fact that India is beginning to stock pile large amounts of separated plutonium  is certain to increase apprehension in neigh2869  boring Pakistan, where U.S. analysts believe  the government is attempting to develop a  nuclear weapons capability.  India has stated that it does not plan to  build nuclear weapons.  But the atomic device exploded by India  in 1974 was made from plutonium. So if New  Delhi decided in response to developments  in Pakistan or  for other reasons  that  it  needed  a nuclear arsenal,  it presumably  could turn a stockpile of separated plutoni um into weapons in a relatively short time.  The spent fuel being run through the Tar apur reprocessing plant, located about half  a mile from the U.S.-built Tarapur atomic  power  station,  is  from  the Canadian-de signed Rajasthan Atomic Power Plant l, ac cording to IAEA officials.  At  the moment,  two agency  inspectors  with a mandate to keep track of the plutoni um and sound a warning if any is diverted  for military use are observing  the entire  Tarapur reprocessing operation.  But agency inspectors will not be permit ted to observe all of Tarapur's reprocessing  runs in the months ahead, since India re fuses to place the plant under full interna tional safeguards. Only plutonium subject  international  control  because  of  specific  agreements between India and foreign gov ernments will be monitored.  The IAEA also has not decided whether to  keep the separated plutonium for which it is  responsible under ""continuous inspection,""  or simply  to check on  it ""perhaps every  second week,"" officials said.  The Tarapur facility is designed to reproc ess 100 tons of spent fuel annually, so if it  operated at full capacity-highly unlikely  since commercial  reprocessing plants  fre quently encounter problems-it would be  able to separate 135 to 150 kilograms of plu tonium per year. <A kilogram equals 2.2  pounds.) Six  to 8 kilograms of plutonium  are needed for a nuclear weapon.  The ability to separate plutonium on this  large a scale puts India far ahead of Paki stan, which has built but not yet begun to  operate a much smaller reprocessing plant  next to the Pakistan Institute for Nuclear  Science and Technology on the outskirts of  Islamabad.  It also puts India well ahead of countries  such as Argentina and Brazil, which have  laboratory-scale  reprocessing  facilities  where years might be required to separate  enough  plutonium  for  a  single  nuclear  weapon.  But Pakistan is trying to complete a re processing plant even larger than Tarapur  from a French design; Argentina is building  a  reprocessing facility  that could produce  significant  quantities  of  plutonium,  and  West Germany  is helping Brazil design a  plant.  The only non-nuclear weapons country  other than India operating a commercial size reprocessing plant and stockpiling large  quantities of separated plutonium is Japan,  which has a larger and far more advanced  civilian atomic energy program than India.  It is estimated that Japan has 500 kilo grams of separated plutonium stored at its  Tokai reprocessing plant, according to U.S.  sources. But Japan is operating a breeder  that requires 180 kilograms of plutonium a  year and has an atomic power research pro gram that requires 145 more kilograms of  plutonium per year.  India, by comparison, has said it ultimate ly will need 50 kilograms of plutonium to  fuel a small experimental breeder reactor  being built at Kalpakkam near Madras. Yet  its reprocessing plant is capable of turning  ",1983
5,,98,0.269,158,3,Mr. COURTER.," Mr. Speaker, on  February 26, Rev. Konstantine Tsigas  will be honored by his friends for his  many years of service at St. Andrew's  Greek Orthodox Church in Randolph,  N.J. He has been an inspiration to all  who know him and has worked tire lessly  to bring his congregation  the  message of God.  Reverend Tsigas grew up in the vil lage of Sitarlona in Greece, and it is  there that he was inspired to preach  the Gospel. In 1953, he went to the  University  of  Athens  Theological  School and, in November 1962, was or dained a priest in the Greek Orthodox  Church. Just 1 month later, he, his  lovely wife, Spiridoula, and his chilEXTENSIONS OF REMARKS  dren sailed on an ocean liner to this  country in order to spread the faith to  Greek  immigrants  in America. The  people of St. Andrew's wisely knew a  good man when  they saw one, and  asked the Reverend to be the priest  for their church.  The church  serves  all of Morris,  Sussex, Warren, and parts of Somerset  Counties and has grown from 75 fami lies to nearly 400, a testimony both to  the ability of Reverend Tsigas and the  love and concern which exudes from  the  congregation. The  church was  originally  located  in Dover, but the  amazing growth of the congregation  led to a new, larger home in Randolph,  built in 1975.  Since Reverend Tsigas  is  the only  Greek Orthodox priest in the area, he  drives more than 3,000 miles a week to  care  for  the needs of  those people  under his attentive watch. His devo tion  to  the service of God and the  Greek community is reflected  in his  commitment to his daily work and re sponsibilities.  As an American, Reverend Tsigas  can testify to the value of our consti tutional right to religious freedom. He  bravely fought the advance of Hilter  as  an  officer  in  the Greek Army  during the Nazi occupation in World  War  II,  and during  the attempted  Communist seizure of power during  the Greek civil war.  I am pleased to share with my col leagues the valuable contributions this  Greek immigrant and his family have  made to the people of northern New  Jersey. I  join St. Andrew's Church in  honoring  this man  revered  for his  wisdom and compassion for his fellow  man. My best wishes  to Reverend  Tsigas, his wife, Spiridoula, and their  three  children, Demetrios, Vasiliki,  and Kathryn, so that he might contin ue his life's work with all God's bless ings.   ILLINOIS VALLEY: HUSTLING  FOR JOBS  HON. TOM CORCORAN  OF ILLINOIS  IN THE HOUSE OF REPRESENTATIVES  Wednesday, February 23, 1983  e ",1983
6,,98,0.319,158,3,Mr. CORCORAN.," Mr. Speaker, the  people of my home county of La Salle  in north central Illinois have been suf fering since 1979 from rates of unem ployment substantially above the na tional average. Back home, the impor tance of assisting small businesses to  the creation of new jobs is well-recog nized, as  is discussed  in a  report on  several meritorious efforts  there by  the Chicago Tribune's veteran colum nist, Bob Wiedrich. One of Mr. Wied rich's continuing themes, in addition  to the shortcomings of congressional  operations,  is  the  low  return  in ex penditures of  tax dollars  Illinoisans  February 23, 1983  send to Washington. Though he does  not mention Illinois Valley citizens' ef forts to improve that situation, it was  my pleasure to recently participate in  the announcement of Federal discre tionary  bridge  funding  for  the La  Salle-Peru Bridge-the result of an other combined effort by valley resi dents.  My colleagues may well find this ac count of local cooperation in pursuit  of employment opportunities and a  better life to include ideas which can  be  applied  in  their districts, and  I  therefore insert it in the RECORD.  [From the Chicago Tribune, Feb. 22, 19831  WE ARE HUNGARY FOR JOBS  LA SALLE,  ILL.-""We're hungry for  jobs,""  the Downstate chamber of commerce offi cial declared. ""And when you're hungry, you  get out and hustle.""  ""You don't really have to go out of state  to find people who care about small busi ness,"" wrote Leonard J. Corti, the chamber  of commerce executive director from Down state La Salle. ""One can find a very healthy  attitude in the Illinois Valley.""  I accepted Corti's invitation to visit that  region of north central Illinois, about a hun dred miles southwest of Chicago along Hwy.  80, and what I found was an amalgam of  business, labor and elected leaders working  to overcome the ravages of 16.8 percent un employment brought on by recession and  the successful recruiting efforts of Sun Belt  states.  ""The community decided  that it wasn't  going to get big employers like Ford or Gen eral Motors to come in and solve our unem ployment problems,'' said Mayor Don Baker  of Peru, La Salle's sister city along the Illi nois River.  ""So we decided  to settle  for  many small companies with as few as six or  eight employees on which to build a firm in dustrial tax base.""  Judging by the growth statistics, the game  plan is working. In the last five years, the Il linois Valley, with 140,000  residents, has  become home to 15 new light manufactur ing ventures, some with as few as 6 to 10  employees, for a  total of 1,000  jobs. Their  combined payrolls represent $18 million a  year.  And complementing those are the reloca tions of five major  trucking  lines  to  the  valley that employ 700 people, for a  total  annual payroll of $22.5 million. The new  ventures have helped boost sagging  real  estate and sales tax revenues. They have  provided jobs.  More important, they have offered hope  to people whose economy was devastated  when  the valley's single  largest employer  started closing its doors five years ago for a  move to Alabama.  Westclox, a company that had been in the  La Salle-Peru area for almost a hundred  years, finally closed its doors in 1980. At its  peak, the firm employed 5,000.  Worse, as the recession has deepened, the  valley has been losing an increasing number  of its most talented young people. About 80  percent of those who go to college do not  return. And what makes that figure even  more staggering is the fact that more than  50 percent of all high school graduates go to  college.  Community leaders are moving to mini mize traditional dependence on a handful of  major employers by seeking greater diversi ty of smaller industries.  ",1983
7,House,98,-0.123,171,3,Mr. BREAUX.," Mr. Speaker, if there  is any one thing that is absolutely es sential that we  learn coming out of  our experiences with the Environmen tal Protection Agency  and  all  the  problems that we have been having, it  is simply that as long as we continue  to dispose of toxic hazardous waste in  the ground or on the ground, we are  going  to continue  to have problems  with any administration and with any  agency in trying to delicately balance  all the interests that are concerned.  I will be introducing legislation this  morning which will, within 5 years,  completely eliminate all land disposal  of toxic hazardous waste. The legisla tion would also immediately after its  enactment eliminate the use of landfill  disposal of hazardous wastes if the ad ministration can certify that there are  other means of  treating  these  toxic  hazardous wastes such as incineration,  such as neutralization, such as chemi cal destruction, such as  thermal de struction.  There are numerous other ways that  we should be handling toxic chemical  wastes other than sticking them in the  ground or on the ground.  I would urge my colleagues to look  at this legislation and consider cospon soring it.  PERMISSION  FOR  COMMITTEE  ON THE  JUDICIARY TO FILE  REPORT ON H.R. 3, PROVIDING  FOR  APPOINTMENT  OF  UNITED STATES BANKRUPTCY  JUDGES  ",1983
8,House,98,-0.351,171,3,Mr. SCHUMER.," Mr. Speaker, I ask  unanimous consent that the Commit tee on the Judiciary may have until  midnight tonight, February 24, 1983,  to file a report on the bill <H.R. 3) to  provide for the appointment of United  States bankruptcy judges under article  III of the Constitution, and for other  purposes.  The SPEAKER pro  tempore <Mr.  PENNY).  Is there objection to the re quest of  the gentleman  from New  York?  There was no objection.  INDUSTRIAL DEVELOPMENT  BOND LIMITATION ACT  <Mr. PICKLE asked and was given  permission to address the House for 1  minute and to revise and extend his  remarks.)  ",1983
9,House,98,-0.218,171,3,Mr. PICKLE.," Mr. Speaker, the pur pose of my asking for a special order  today is to discuss with this body a bill  that  I have  introduced  today, H.R.  1635, which is called the Industrial De velopment Bond Limitation Act.  This bill places meaning! ul restric tions on the use of tax exempt, private  purpose industrial development bonds  and is  intended to help prevent fur ther erosions of the value of public  purpose municipal bonds used  to fiof  nance  the  traditional  functions  State and local governments.  This is a very serious matter which  affects  the American people, and  I  hope that the Members will be privi leged  to hear my  remarks and  to  notice in the RECORD also a copy of the  bill which is being requested for publi cation.  MUGGING LOW-INCOME  WORKERS  <Mr. PETRI asked and was given  permission to address the House for 1  minute and to revise and extend his  remarks.)  ",1983
