,branch,congressID,ideology_score,page,part,speaker,speech,year
0,House,113,-0.313,15,2014-01-07,Mr. GARAMENDI., Take a break.  ,2014
1,House,113,-0.426,15,2014-01-07,Mr. TONKO.," Take a break, as they  say.  You can’t have  it both ways. You  can’t deny all these  legislative bills  that are advanced to the Congress or  initiated by Members of the House that  would speak to job growth. The President has sent forward on behalf of the  administration a number of bills that  would grow our economy, grow the climate to enhance job growth.  You can’t  reject  that agenda and  then not  reauthorize  the unemployment insurance benefit package. If you  are going to do that, if you are not  going to reauthorize, then you need to  do the jobs packages that have been  sent here. But to do both, to reject the  job  packages—the  legislation  that  would grow that climate—and also reject the reauthorization of unemployment insurance, reject minimum wage,  reject  the SNAP programs,  that  is  harsh. That is not being guided by a  moral compass, and that is not America at her best.  So  I would  implore with my colleagues on this floor this evening, with  Representative GARAMENDI, Representative HORSFORD, I would implore the  leadership of this House to pursue that  agenda that provides for job creation  and that speaks to economic justice  and  that  responds with  insensitive  measure to those who are unemployed  through no fault of their own who are  actively searching for employment.  We need those job-training programs.  We need the assistance programs, so as  to maintain the economic comeback  from the recession.  ",2014
2,House,113,-0.355,15,2014-01-07,Mr. HORSFORD.," You talked a  great deal about the education, reeducation programs. Research, which we  haven’t covered today. And, of course,  the infrastructure issues.  And by the way—you are using American taxpayer dollars for all of these  things—we ought to be buying American-made products. So we will make it  in America using American taxpayer  dollars.  We talked a lot about infrastructure.  Every dollar you invest, $1.57, pumped  into the economy,  jobs created. Mr.  HORSFORD, you talked about the unemployment in the building trades, very  important. Most people can go back to  work, and this can go immediately.  Oh, by the way, August of this year,  unless we fund and expand the transportation  programs  in  the United  States, there will be no more new bids  for transportation programs. This issue  is before the Congress today.  This one, this is what happens when  you don’t invest in infrastructure. This  is the  Interstate 5 bridge  in Washington just near the Canadian border.  You talk about commerce, it came to a  halt. This bridge collapsed. More than  a couple of thousand bridges  in the  United States are in similar jeopardy  and could collapse. Major infrastructure needs to be done.  This is my district. I have 1,100 miles  of levees, floods. We have a Resource  Development Act bill in conference—I  am fortunate enough to be on that conference committee—and this  is what  we must do. We must improve our levees, we must deal with Superstorm  Sandys, and we must make sure that  we are protecting our citizens.  Once again, how do we pay for it?  Why are we giving the Karzai government $3 billion not knowing how they  are going to spend it? I will tell you  where you can spend $3 billion. You  make sure our levees are sound and up  to date.  Mr. HORSFORD, would you like to join  us and we will do the quick minutes  here.  ",2014
3,Senate,113,-0.362,22,2014-01-07,Mr. DURBIN.," Mr. President, on the  side supporting the pending motion,  there is 15 minutes under the unanimous consent agreement and a similar  amount of time on the other side. If all  time is used, I would notify Members  our  rollcall  vote will  be  about  11  o’clock.  I ask unanimous consent that on our  side, supporting the motion, I be allowed  5 minutes, Senator REED of  Rhode Island 5 minutes, and Senator  KLOBUCHARof Minnesota 5 minutes.  VerDate Mar 15 2010  00:27 Jan 08, 2014 Jkt 039060 PO 00000 Frm 00003 Fmt 4624 Sfmt 0634 E:\CR\FM\G07JA6.003 S07JAPT1 E T A N E S h t i w D O R P 1 N V T P T 3 K S D n o S E M A J T         ",2014
4,Senate,113,-0.374,29,2014-01-07,Mr. LEAHY.," Madam President, I ask  unanimous consent that the order for  the quorum call be rescinded.  ",2014
5,Senate,113,0.529,36,2014-01-07,Mr. BARRASSO.," Mr. President,  I  come to the floor today, and as I do so,  Washington has an  incredible opportunity for a new beginning—a beginning that would begin by listening to  the American people and what  the  American people want, and not  just  what Washington and the Democrats in  this body think  is best  for all the  American people.  According to a new Associated Press  poll, most Americans say health care  reform is the top issue they want the  government to work on this year—the  top  issue  they want government  to  work on this year. Fifty-two percent of  people have said that is what they are  asking us to work on.  People have seen—and I heard about  this  all  around Wyoming  over  the  Christmas holiday—the complete failure of the health care law’s big rollout  last year. They saw President Obama  and they saw Washington Democrats  break one promise after another. As a  matter of fact, one of the President’s  promises was designated ‘‘the lie of the  year.’’ The American people have lost  faith this administration can ever get  health care reform right.  It wasn’t just a bad Web site. The  President said: Well, the Web site was  bad. He said: The health care law is  more than a Web site.  In spite of what the Obama administration has said, it wasn’t all fixed last  year because the Web site is just the  tip of the iceberg. And huge Web site  failures? Absolutely. I heard it everywhere I went around Wyoming, and I  actually even heard it brought up when  I was  in Afghanistan  visiting  the  troops on New Year’s Day.  So it is not just the Web site, with  the higher premiums, canceled coverage, can’t keep your doctor,  fraud  and identity theft, higher copays and  higher deductibles; the Web site continues to be just the tip of the iceberg.  Beyond all of those things we have  been talking about coming down the  line and hitting the American people,  we have also seen even more problems  surface already this year.  Here  is a headline  from the Wall  Street Journal, January 3: ‘‘Consumers  Hit Snags as Health Law Kicks In.’’  The snags? We can imagine what they  are. People have been going to the doctor, going to the pharmacy looking for  help, and even though they signed up  for insurance in the new exchange, it  turns out they can’t be found. They are  not in the system.  So Web site failures? Absolutely. Insurance companies aren’t sure who is  signed up with  them. People aren’t  sure if they are covered. Doctors aren’t  sure who is covered.  Doctors, as a result of their training,  their compassion, their care for human  beings, are trying their best to help  their patients. They have been fighting  a losing battle against the exchanges  and all of the problems with the new  Washington-mandated  health  insurance. One Chicago doctor tried for 2  hours to verify the new insurance for a  patient who was scheduled for surgery.  The office manager  finally gave up.  The doctor went ahead with the surgery without what should have been a  routine approval  from the  insurance  company.  Here is another problem some people  are going to have to deal with this  year. The Associated Press ran an article headlined ‘‘Adding a baby to health  plan is not easy.’’ Every day, babies are  born and need to be included in the  family’s health plan. For common life  changes such as having a baby, you  would normally just call your insurance company and they would take  care of it from there. Not under this  law. If you have to buy your insurance  through one of the new health care exchanges, it is not that simple. According to the article, ‘‘the HealthCare.gov  website can’t handle new baby updates,  along with a list of other life changes  including marriage  and  divorce,  a  death in the family, a new job or a  change in income, even moving to a  different community.’’ Yet the Obama  administration and the Secretary of  Health and Human Services says the  Web site is fixed. It can’t handle a baby  being born, marriage, divorce, moving,  change in income. It can’t handle any  of those things, and they claim it is  fixed.  Here  is another problem that has  turned up. Washington Democrats said  the law would lead to fewer people visiting  emergency  rooms—I  heard  it  right here on this floor: fewer people  getting  their  care  in  emergency  VerDate Mar 15 2010  04:32 Jan 08, 2014 Jkt 039060 PO 00000 Frm 00017 Fmt 4624 Sfmt 0634 E:\CR\FM\G07JA6.031 S07JAPT1 E T A N E S h t i w D O R P 1 N V T P T 3 K S D n o S E M A J T         ",2014
6,Senate,113,0.434,43,2014-01-07,Mr. SHELBY.," A recent Bloomberg  analysis contains figures that help us  put  this  staggering number—$4  trillion—into perspective.  I also ask unanimous consent to have  printed in the RECORDthat Bloomberg  article.  There being no objection, the material was ordered to be printed in the  RECORD, as follows:  [From Bloomberg, Dec. 17, 2013]  FED’S$4 TRILLIONINASSETSDRAW  LAWMAKERS’ SCRUTINY  (By Jeff Kearns)  The Federal Reserve’s balance  sheet  is  poised to exceed $4 trillion, prompting warnings its record easing is inflating asset-price  bubbles and drawing renewed lawmaker scrutiny just as Janet Yellen prepares to take  charge.  The Fed’s assets rose to a record $3.99 trillion on Dec. 11, up from $2.82 trillion in September 2012, when it embarked on a third  round of bond buying. Policy makers meet  today and tomorrow to decide whether to  start curtailing the $85 billion monthly pace  of purchases.  Among Fed officials,  ‘‘there’s discomfort  in the sense that the portfolio could grow almost without limit,’’ former Fed Vice Chairman Donald Kohn said last week during a  panel discussion in Washington. Kohn said  there was ‘‘discomfort in the potential financial stability effects’’ and added:  ‘‘There’s  some legitimacy in those discomforts.’’  Fed Governor Jeremy Stein has said some  credit markets, such as corporate debt, show  signs of excessive risk-taking, while not posing a  threat  to  financial  stability. Representative Jeb Hensarling, chairman of the  House committee that oversees the Fed, last  week said he plans ‘‘the most rigorous examination and oversight of the Federal Reserve  in its history.’’  While any effort to rewrite the law establishing Fed powers lacks support from Democrats who control the Senate, the scrutiny is  undesirable for central bankers who believe  ‘‘independence  is  priceless,’’  said  Laura  Rosner, a U.S. economist at BNP Paribas SA  in New York.  NOTWELCOME  THEFEDAPPROACHESATAPERONTIPTOE  ‘‘It’s not a welcome development that a lot  more time and focus is spent on answering  questions’’  from Congress, said Rosner, a  former researcher at the Federal Reserve  Bank of New York. Lawmakers may also use  the size of the balance sheet to ‘‘draw attention to concerns they have about the Fed’s  responsibilities and growing role in financial  regulation.’’  Chairman Ben S. Bernanke, whose second  four-year term ends next month, has quadrupled Fed assets since 2008 with bond purchases  intended  to  lower  long-term borrowing costs and reduce unemployment. Vice  Chairman Yellen, who may win Senate confirmation this week to replace Bernanke, has  been a supporter of the policy.  The Fed has said it will keep buying bonds  until the outlook for the labor market has  ‘‘improved substantially.’’ Thirty-four percent of economists surveyed by Bloomberg  Dec. 6 predicted the Fed will start reducing  purchases this month, while 26 percent forecast January and 40 percent said March.  ASSETSHELD  The Fed’s balance sheet exceeds the gross  domestic product of Germany, the world’s  fourth-largest economy. It’s enough to cover  all U.S.  federal government  spending  for  more than a year. It could pay off all student  and auto loans in the country with $2 trillion  to spare, Fed data show. The central bank’s  assets are set to exceed the $4.1 trillion held  by BlackRock Inc. (BLK), the world’s largest  asset manager.  The  third  round of quantitative easing  probably will total $1.54 trillion before  it  ends, bringing the balance sheet to $4.3 6 trillion, according to economists in the survey.  ‘‘This is a stimulus of the first order. It’s  just unprecedented,’’ Alabama Republican  Senator Richard Shelby said in an interview  last week. ‘‘The Fed is an independent body,  but we can point out what they’re doing.’’  Jeffrey Lacker, president of the Richmond  Fed and a critic of the Fed’s bond buying,  said in a Dec. 9 speech he expects the Fed  policy makers to discuss reducing purchases  at this week’s meeting. Adding to the balance sheet ‘‘increases the risks’’ associated  with exiting stimulus, he said.  ‘REALRISK’  Shelby, a five-term senator and past chairman of the Banking Committee sees ‘‘a real  risk’’ the balance sheet will ignite inflation.  So far, there’s little sign that’s happening: a  measure of prices watched by the Fed rose  0.7 percent in October from a year earlier,  below the central bank’s 2 percent target and  the least in four years.  At 22 percent of the $16.9 trillion U.S. economy, the balance sheet is surpassed by those  of other major central banks as a percentage  of  gross  domestic  product,  according  to  third-quarter data compiled by Haver Analytics in New York. In the euro zone, the figure is 24 percent, and in Japan, it’s about 44  percent.  That doesn’t mollify Republican critics.  When Yellen started to make global comparisons at her Senate confirmation hearing  last month, Shelby interrupted her.  ‘‘I’m asking about the Federal Reserve of  the United States of America,’’ he said.  WARNINGSIGNS  Yellen is set to take over amid warnings  that assets from leveraged loans to farmland  are showing signs of froth.  The Fed and other U.S. banking regulators  have said they want to crack down on underwriting standards in the market for high-  risk, high-yield loans.  VerDate Mar 15 2010  04:51 Jan 08, 2014 Jkt 039060 PO 00000 Frm 00024 Fmt 4624 Sfmt 0634 E:\CR\FM\A07JA6.024 S07JAPT1 E T A N E S h t i w D O R P 1 N V T P T 3 K S D n o S E M A J T         ",2014
7,Senate,113,-0.383,50,2014-01-07,Mr. REED.," Madam President, I ask  unanimous consent that the order for  the quorum call be rescinded.  ",2014
8,,113,-0.382,71,2014-01-07,Ms. ESHOO.," Mr. Speaker,  I ask my colleagues to join me in honoring the life of an  extraordinary woman, Katherine Agnes McMillan, who passed away at the age of 89 on December 10, 2013. She was  the youngest of  nine children born  to  Irish  immigrants, John  Patrick and Margaret Kearns Trumble, and  was the Valedictorian of her graduating class  at Sacred Heart Academy.  Katherine McMillan served in the Navy as a  nurse, and went on to serve her community  uncommonly well as a devoted RN  for 37  years at Sequoia Hospital where she worked  in  the Emergency Room and was a  legend  there.  After  retiring  from  the nursing profession,  Katherine launched a ‘latchkey’ day care program at St. Pius Catholic Church in Redwood  City, the first of its kind in the Archdiocese of  San Francisco. She provided quality child care  for school age children with her trademarks of  professionalism, discipline and caring.  Katherine gave generously of her time and  considerable talents at Serra High School in  San Mateo,  the school her son Robert attended and she loved. She became the first  woman to earn and be honored with the ‘ ‘In  Via Award’ ’ by this all male school.  Katherine is survived by her beloved daughters, Katherine and Mary, her son Robert  (Julie) and her two adored grandsons, Sean  and Kenny.  I had the privilege of knowing Katherine McMillan for over three decades. With her Irish  pride and her Boston accent, she was a force  of nature, a loyal and loving friend, an extraordinary mother, and a woman of great  faith.  She lived her faith in all she did, and every  day of her life was guided by it.  Mr. Speaker, I ask my colleagues to join me  in honoring the life of a woman who will be  greatly missed by all who had the good fortune  to know her and never be  forgotten.  Katherine McMillan was  a  true  patriot,  a  woman who  loved her  family deeply and  served her community, her church and her  country with great dedication and joy. For this,  the entire U.S. House of Representatives extends its condolences to the McMillan family.  f  CONGRATULATIONS  TO  FRIDA  BAZAN, WINNER  OF  1ST  HISPANIC HERITAGE MONTH ESSAY  CONTEST  HON. BLAKE FARENTHOLD  OFTEXAS  INTHEHOUSEOFREPRESENTATIVES  Tuesday, January 7, 2014  ",2014
9,,113,0.548,71,2014-01-07,Mr. FARENTHOLD.," Mr. Speaker,  I  rise  today to honor the winner of the 1st Annual  for  Hispanic Heritage Month Essay Contest  the 27th Congressional District of Texas.  Ms. Frida Bazan,  from El Campo High  School, in El Campo, Texas wrote the winning  essay, entitled ‘ ‘Honoring My Hispanic Heritage. ’ ’ I ask that Ms. Bazan’s essay be entered  into the CONGRESSIONALRECORD. It reads as  follows:  Hispanic Heritage makes a great influence  in my life because it is a way of life. This culture is deeply important to me because it represents who I am, how I live my life, and how  I view the world. All these characteristics form  part of my life and personality, which I love,  and lead me to proudly say that I am honored  to be Hispanic.  Hispanic Heritage Month means celebrating  our heritage by sharing stories and informing  others of our  traditions and customs, while  honoring where we came from. As we share  stories about  the  traditional Christmas posadas, Dı´a de los Muertos celebrations, and the  famous Grito de Independencia, we let others  know more about our lives and at the same  time spread our culture.  As a Hispanic,  I have strict, conservative  parents who have made me the person I am  today. I have inherited ideas such as being respectful to our elders, the willingness to work,  attending church, dedicating myself  to help  others, and above all being a strong person  who overcomes obstacles I may face; these  are  important Hispanic  characteristics  that  have been enforced to me by my parents and  grandparents. All  this has helped me during  my lifetime and will continue to lead me in the  correct path as  I aspire  for my  life goals.  I  have many goals for my future, and my biggest dream is to one day become a physician  assistant and make a difference  in people ’s  lives by helping  those  in need. My parents  have  taught me  to use perseverance and  never stop fighting for what I want because I  can reach anything I put my mind to, and I  know that with their advice and my hard dedication I can get very far in life. Hispanics are  people who never give up when it comes to  accomplishing  their  life goals and will  face  sacrifices and have dedication to reach their  goals and persuade others to do the same.  Hispanic Heritage may fade away in families  who move  to  live  in  the United States and  adopt another culture. As a Hispanic, I consider it my duty to make sure that my heritage  is not forgotten. As my parents have done with  our  family,  I will ensure  that our heritage  is  protected  for generations by  telling others  about our  traditions and customs. When  I  have a family of my own I will tell them all the  memorable stories my parents told me about  our family traditions. I will continue to use traditions, such as the pin˜atas, language, posadas, dances, and foods, to keep the Hispanic  heritage alive in my life and inculcate those  values to my descendants.  As a proud Hispanic  I will never  forget  where my family’s roots initiated. Even though  I live in a different country with a different type  of life and traditions, my Hispanic heritage will  always remain in my memories and deep in  my heart.  Congratulations  to Frida Bazan  for writing  the winning essay. Thank you also  for your  participation  in  this contest and  for sharing  some of your traditions and customs. Best of  luck to you in all your future endeavors.  f  IN HONOR OF MR. MARCUS  KAUFFMAN  HON. RICHARD HUDSON  OFNORTHCAROLINA  INTHEHOUSEOFREPRESENTATIVES  Tuesday, January 7, 2014  ",2014
