,branch,congressID,ideology_score,page,part,speaker,speech,year
0,Senate,95,0.283,19,1,Mr. BAKER.," Mr. President, reserving  the right to object, to make sure I under stand the request, it is that the resolution  now before us be referred to the com mittee for no longer than until January  19, with the requirement that the Rules  Committee report something back to the  Senate on January 19th?  ",1977
1,Senate,95,-0.211,19,1,Mr. CANNON.," Mr. President,  if  the  Senator will yield,  I would say, if the  resolution is referred to the Committee  on Rules and Administration, we will  have hearings starting at 10 o'clock. We  will not be able to meet on Thursday  because of the counting of the electoral  votes. We will  then resume on Friday,  and plan to go over to further hearings  next week as may be necessary, in order  that we complete the hearings and hear  testimony from people and organizations  that want to be heard, many of whom  have already evidenced an interest.  So we will attempt to move  just as  expeditiously as we can, and report with in that time frame if the matter is re ferred to us as the Senator suggests.  I thank the Senator for yielding.  ",1977
2,Senate,95,-0.333,19,1,Mr. STEVENSON.," Mr. President, if the  Senator will yield, it was my understand ing, when the hearings of the Rules Com mittee were mentioned as being at 10  o'clock, that  the conference had been  changed to 11.  ",1977
3,House,95,0.225,58,1,Mr. RHODES.," Mr. Speaker,  myself 2 additional minutes.  Mr. Speaker, I think it is particularly  important for us to understand some of  the ramifications of the rules which will  be adopted, particularly the rule pertain ing to the markup of bills in committee.  As far as I know, it has always at least  been  the custom  that when a  bill  marked up that there be at least one  Member of the minority side present.  After these rules are adopted-and I  have no illusions but what they will be  adopted-it will be possible for the ma jority to hold a committee meeting with  one-third of  the Members present  to  is  ",1977
4,House,95,-0.383,71,1,Mr. WRIGHT.," Mr. Speaker, I offer a  concurrent resolution (H. Con. Res. 1)  and ask for its immediate consideration.  The Clerk read the concurrent resolu tion, as follows:  H. CON. RES. 1  Resolved by the House of Representatives  (the  Senate  concurring), That  the  two  Houses of Congress assemble in the Hall of  the House of Representatives on Wednesday,  January 12, 1977, at 9 o'clock postmeridian,  for the purpose of receiving such commu nications as  the President of  the United  States shall be pleased to make to them.  The concurrent resolution was agreed  A motion to reconsider was laid on the  table.  to.  PROVIDING FOR A JOINT SESSION  TO COUNT ELECTORAL VOTES  ",1977
5,House,95,-0.451,97,1,Mr. FARY.," Mr. Speaker, in the few  short weeks that have passed since his  death,  thousands, perhaps millions of  words have been committed to print and  spoken  over  the  airwaves  eulogizing  Mayor Richard J. Daley.  The list of men and women who have  paid him tribute is impressive: a Presi dent,  a President-to-be, Congressmen,  Senators, public figures from every State  in the Union, editors, columnists, and  television news personalities;  all have  contributed in praising this remarkable  man.  Permit me now to add my own humble  but intensely heartfelt words.  I speak of Richard Daley as mayor of  Chicago, and preeminent urban states man of our time, but still more, I cherish  his memory as a constituent of mine and  a personal friend.  The strengths of Richard Daley,  the  public figure, have been amply described  by others, and much of what has been  said is true:  He was a man of immense, irrepressi ble energy, matched only by his ability  to  translate  it into solid achievements  which benefit more than 3 million Chi cagoans every day.  He stood as one of the greatest figures  in the Democratic Party he loved so well,  towering over his occasional detractors.  He was a man whose pride in his home  city know no bounds, and even the casual  observer can see  that it was a  pride  amply and demonstrably  justified. His  love of our country was equally fierce and  unswerving.  Richard Daley was mayor of the city  of Chicago for two decades; the metrop olis itself, in all its vibrance and great ness,  stands as his monument. While  other great cities from coast  to coast  sank into decay, Chicago grew and pros pered under his dynamic leadership. The  Windy City is today universally regarded  as the one great urban concentration in  the United States that really works.  I also knew Richard Daley, the private  man, equally well. He was a humble per son, who walked modestly among his  fellow citizens. He was a loving and de voted husband and father, and a  loyal  son of the church. He came up through  the ranks  the hard way, by his own  strenuous efforts, but he never forgot or  peglected men, women, and children less  fortunate than he. In his characteristic  way, he translated this compassion into  CXX:ITI--7-Part 1  concrete and successful measures which  ease their plight.  Mr. Speaker,  six decades  ago, Carl  Sandburg undertook the formidable task  of defining the essence of Chicago. His  robust words described our beautiful city  well; I think they also describe the man  who served as its mayor with such dis tinction for so many years:  ... here 1s  a  tall bold slugger, set vivid  against the little soft cities; ...  Bareheaded,  Shoveling,  Wrecking,  Planning,  Building, breaking, rebuilding.  ProL<d  to  be Hog Butcher, Tool Maker,  Stacker of Wheat, Player with. Rail roads  and Freight Handler  to  the  Nation.  Now Richard J. Daley is gone. I mourn  his passing, but I  rejoice  in the good  works he has  left behind, and I  take  comfort in the knowledge that he is reap ing his eternal reward.  to  SURFACE MINING CONTROL AND  RECLAMATION ACT OF 1977  ",1977
6,House,95,-0.387,97,1,Mr. UDALL.," Mr. Speaker, today I am  introducing the Surface Mining Control  and Reclamation Act of 1977 on behalf  of myself and 17 of my colleagues on the  Interior Committee.  With the exception of minor modifica tions  assure  compliance with  the  Budget Act and other technical changes,  this bill  is identical to H.R. 13950  re ported by the Committee on Interior and  Insular Affairs during the 94th Congress.  That bill contained a number of changes  and was designed to make the bill more  palatable to the Ford administration and  coal surface mine operators. Unfortu nately, the bill was tabled by the Com mittee on Rules.  But this is water under the bridge. We  are in a new Congress and the new oc cupant of the White House has repeat edly expressed his support for Federal  coal surface mining legislation. During  the last televised debate with Mr. Ford,  Governor Carter indicated that he would  have signed  the strip mining bill Mr.  Ford vetoed. I believe that the President elect understands  the problems of at tempting to increase this Nation's reli ance on its vast coal resources without  imposing  sound  reclamation  require ments. It is appropriate, therefore, to give  the coal surface mining controversy top  priority in the 95th Congress.  Critics  of Federal  legislation  have  argued that a national bill is no longer  needed because mining concerns have  improved  their  reclamation  practices  under strengthened State laws. Frankly,  I have serious doubts that this  is  the  case, but the question of the status of  current mining procedures  is a  good  starting point for consideration of coal  issues in the current Congress.  I have, therefore, arranged for a series  of briefings on the question of reclama tion practices and environmental prob lems of modern day surface mining. On  January 10  and 12-room  to be announced-at 9:45 a.m., members of the  Interior Committee of the 94th Congress  will receive comments from a variety of  citizens and coal operators on these is sues. Formal hearings on the legislation  itself will be held at a later date and we  plan to receive testimony from the broad  spectrum of  interested parties,  includ ing Federal, State, and  local ofiicials,  electric  utilities  as well  as  industry  spokesmen, environmental organizations,  and citizens.  The  initial briefings on January 10  and 12 will not interfere with the ability  of interested parties to contribute to the  legislative hearing record. But we need to  get started and we can make good use of  our spare time during this period of or ganization by taking a look at the prac tices and problems of current coal sur face mining procedures.  Mr. Speaker, I would like to invite my  colleagues who are interested in the is sue of coal surface mining to participate  in this briefing session. If any of my col leagues desire  to attend the meeting I  would ask them to direct their staff to  contact the Interior Committee at exten sion 58331 so that appropriate arrange  ments can be made.  Mr. Speaker, I would also add that I  am aware that the legislation I am intro ducing  today  is not viewed as beyond  improvement by those interested in this  issue. The  environmentalists want  a  tougher bill and the coal industry be lieve many of its provisions are onerous.  In general, I believe that the legislation's  reclamation  requirements  and  proce dures are sound but this is a new Con gress and a  fresh  look at a proposed  statute never hurt any legislation. This  bill does represent, however, the most re cent best efforts of the Interior Commit tee and  is,  therefore,  the most logical  starting point for our deliberations. Our  briefing sessions and later hearings will  help evaluating the merits of this bill and  carry out our responsibility to address  this issue that has affected coal develop ment for too many years.  INTRODUCTION OF TENANTS' TAX  JUSTICE BILL  ",1977
7,House,95,-0.324,97,1,Mr. HARRIS.," Mr. Speaker, along with  42 of my colleagues, I am today intro ducing the tenants' tax justice bill which  allows  tenants to claim their share of  local and State property tax payments  for Federal income tax purposes.  Tenants pay property taxes on their  dwelling units through their rent pay ments, but unlike homeowners, they are  not allowed to claim their property tax  payments for Federal income tax pur poses under current law. Because of this  inequity, the Federal income tax liabil ity is greater for tenants.  I believe that since the tenant actu ally pays State and local property taxes,  the tenant should have the same right  as the homeowner to claim the property  tax payment. The tenants' tax justice bill  provides a credit for tenants of 25 per cent of the property tax payment. For  ",1977
8,House,95,-0.506,110,1,Mr. BROWN of California.,"  Speaker, I rise to note the reintroduction  of the Automotive Transport Research  and Development Act which was passed  by the 94th Congress last September, and  subsequently vetoed by President Ford.  As you know, the veto of that bill, H.R.  13655, was overridden by the House on  September 29 by a vote of 293 to 102, but  sustained by the Senate. Since the Senate  had voted in favor of this, or similar leg islation on four previous occasions by  more  than  two-thirds majority,  it 1s  fairly clear that the vote to sustain the  President's veto had little to do with the  merits of the bill. In addition, the Senate  did vote to override the veto of the com panion bill to H.R. 13655, H.R. 8800, the  electric car bill, only 1 week earlier.  Since the House did vote to override both  vetoes, it is logical to expect continued  support in the 95th Congress for this  legislation.  I  basically consider  the Automotive  Transport Research and Development  Act of 1977 to be an item of unfinished  business from the 94th Congress. Similar  legislation has been introduced, and ac tively considered since early 1973 in both  Houses of the Congress. If we had en acted such legislation in 1973, we would  be nearing the completion of the R. & D.  ",1977
9,,95,-0.453,201,1,Mr. MEEDS.," Mr. Speaker, on several  occasions, I have stood before the House  of Representatives and stressed the ex tremely serious ir.lpact of the 1974 Boldt  fishing-rights decision on the people and  the economy of the Pacific Northwest.  That ruling, handed down by Federal  District Court Judge George H. Boldt on  February 12, 1974, was based on Indian  treaties signed by the Federal Govern ment during the mid-1800's in the Pa cific Northwest. The treaties allowed the  tribes the right to take fish at all their  usual and accustomed grounds and sta tions, in common with all citizens of the  territory.  Judge Boldt  interpreted the treaties  to mean that certain tribes in the Pacific  Northwest have the right to take up to  50 percent of the  harvestable runs of  steelhead and salmon in State waters.  That ruling was upheld by the U.S. Ninth  Circuit Court of Appeals on June 4, 1975,  and by the U.S. Supreme Court on Jan uary 26, 1976, when it refused to hear  the case.  To say the least, the Boldt ruling has  placed tremendous new demands upon  an ever-diminishing  resource and has  thrown considerable confusion into our  fishing industry.  Previously, I have explained the im pact of  the  ruling on  the  industry which is one of our most important in  our State. I have told of its serious im pact on the size of the fish runs, and  the growing threat of depletion.  Perhaps most importantly, however, I  have stressed how  this ruling has af fected our people and our human rela tions in the Northwest. I have pointed  out how this decision has, in many in stances, resulted in confusion, confron tation, and even violence; how lawbreak201  the  the  rule,  than  rather  ing seems  exception.  Let me assure the Members of Con gress  that since  I  last spoke of  these  problems, they have not subsided. In fact,  they have worsened.  Lack of management, poor regulation,  as well as bitterness, anger, and frustra tion continue to threaten fish runs and  endanger lives. Lawbreaking and violence  are common. Relations among Indians  and non-Indians are strained.  ACTION DUE  is  to  In  Mr. Speaker, this situation in Wash ington State cannot and must not con tinue.  A  precious  resource  is  threatened;  hundreds of  livelihoods are at stake;  violence  and  confrontation  are  con stantly around the corner. We must come  up with answers soon.  If not, we might well witness the dis appearance of one of the most valuable  resources in the Northwest.  Therefore,  I believe  it  imperative  that the Congress of the United States  become more directly involved in efforts  to help find solutions  to  the fisheries  controversy in my region.  Although such action might have been  disruptive  or  potentially misdirected  prior to final action by the courts, I do  believe it is now necessary. The courts  have acted; it is now up to Congress. I  have taken this position before; I reit erate its importance now.  fact,  solutions  our  fishing  troubles must be one of the highest pri orities of the 95th Congress.  Toward that end, Mr. Speaker, I am  today introducing in the House of Rep resentatives, a bill designed as a vehicle  to provide some of those answers.  The bill would set up a commission to  explore the impact of the Boldt ruling on  the Northwest and would make specific  recommendations  to Congress on  the  steps necessary to solve those problems.  It would recommend the very best sys tems for management, for enforcement,  for planting fish, and so on.  The commission would be comprised  largely of local people-people from the  Northwest. Commercial and sports fish ermen, who are feeling the brunt of the  ruling most directly, would be included  on the commission as active members.  It would also include representatives of  the Indian tribes, the State and Federal  Governments, and experts in the fisher ies field.  All would have a chance to speak-to  have their voices heard. All would be ac tively involved in jointly working out so lutions to these fisheries hassles.  DUTms  The commission would explore the en tire fisheries controversy. It would look  at the problems. their causes, and how  best to solve them. It would explore the  impact of the Federal court decision by  Judge Boldt and what it means to the  people of our area. Finally, and most im portantly, it would suggest specific ac tions to Congress on how to solve these  problems.  ",1977
