,branch,congressID,ideology_score,page,part,speaker,speech,year
0,House,113,0.309,6,2013-01-14,Mr. DENHAM.," Madam Speaker, I ask  unanimous consent that all Members  may have 5 legislative days in which to  revise and extend their remarks and include extraneous material on H.R. 219.  ",2013
1,House,113,-0.512,13,2013-01-14,Mr. BECERRA.," Mr. Speaker, by direction of the Democratic Caucus, I  offer a privileged resolution and ask  for its immediate consideration.  The Clerk read the resolution, as follows:  H. RES. 22  Resolved, That the following named Members be and are hereby elected to the following standing committees of the House of  Representatives:  (1)  DelBene  (to  rank  immediately after Mr.  McGovern), Mr. Nolan, Mr. Gallego, Mr.  Enyart, Mr. Vargas, Mrs. Bustos, and Mr.  Sean Patrick Maloney of New York.  AGRICULTURE.—Ms.  COMMITTEE ON (2) COMMITTEE ON APPROPRIATIONS.—Mr.  Quigley and Mr. Owens.  (3) COMMITTEE ON ARMED SERVICES.—Mr.  COMMITTEE Carson of Indiana (to rank immediately after  Mr. Barber).  (4)  BUDGET.—Mr.  McDermott (to rank immediately after Ms.  Castor of Florida), Mr. Jeffries, Mr. Pocan,  Ms. Michelle Lujan Grisham of New Mexico,  Mr. Huffman, and Mr. Ca´rdenas.  THE ON (5) COMMITTEEONFINANCIALSERVICES.—Mr.  Heck of Washington.  (6) COMMITTEE ON FOREIGN AFFAIRS.—Ms.  Meng, Ms. Frankel of Florida, Ms. Gabbard,  and Mr. Castro of Texas.  (7) COMMITTEE ON HOMELAND SECURITY.—  Mr. Vela, Mr. Horsford, and Mr. Swalwell of  California.  (8)  Gutierrez  Deutch).  immediately after ",2013
2,House,113,0.593,13,2013-01-14,Mr. POE of Texas.," Mr. Speaker, as I  speak on the House  floor, there are  guns by the doors—to the north, to the  south, to the east, to the west—on the  roof, on all of the entrances, and by the  steps: the armed guards of the excellent Capitol Police protecting us.  But most citizens don’t have government  guards  protecting  them  24/7.  Many people  feel defenseless. Some  people of this Chamber expect protection for themselves while advocating  more restrictions on guns for the people of America—hypocrisy at its highest. In fact, one of the proposals for  more gun laws mirrors the stringent  D.C. gun laws. If the D.C. gun laws  worked, D.C. would not be such a violent city. If D.C. gun laws worked, why  do we have so many armed guards at  the Capitol?  The elites forget it’s the shooter, not  the gun. They want more government  power and control while taking away  liberty from the rest of us. They want  to punish the guns, not the people who  commit crimes with guns. They want  to keep their special government protection while  redlining  the Second  Amendment for the people. They say,  Protection for me but not for thee.  And that’s just the way it is.  f  THE KING DREAM LIVES ON  (Mr. DANNY K. DAVIS of  Illinois  asked and was given permission to address the House for 1 minute and to revise and extend his remarks.)  Mr. DANNY K. DAVIS of Illinois. Mr.  Speaker, yesterday, I had the opportunity to experience a great event in  the community where I live and work.  People had a tribute to Dr. Martin  Luther King, who happened to have  lived in that community of Chicago for  a period of time. We went to all of the  places that he used to eat and where all  the meetings were held. It was quite an  emotional  experience,  especially  for  those who were there and who got a  chance to know him, to meet him, to  shake his hand.  So  I  simply commend  those  residents, friends, neighbors of mine for  making sure that the King dream lives  on.  f  RIGHT THIS WRONG: PUNISHING  PARENTLESS RUSSIAN CHILDREN  (Mr. FITZPATRICK asked and was  given permission to address the House  for 1 minute.)  ",2013
3,House,113,0.202,13,2013-01-14,Mr. FITZPATRICK.," Mr. Speaker, the  Russian President  recently  signed a  law to prevent American citizens from  adopting Russian children. Sadly,  it  appears that the Russian Government  is playing politics with children and is  destroying the dreams of many Americans already in the process of adopting.  Last year alone, nearly 1,000 Russian  children were adopted by American  families, and many of these children  struggled with  physical  disabilities.  Every child deserves the opportunity  to be raised in a caring environment.  Over the past 20 years, almost 60,000  Russian children have been welcomed  into the United States. Many of these  children have found loving parents in  my congressional district. Regrettably,  President Putin’s new law now takes  away  this possibility. This  law not  only prohibits  future adoptions, but  even more disturbingly, it attempts to  put a halt to those already in progress.  Among those impacted is a family  from my  district, Marc  and April  Pongitory. They’re in the process of  adopting  two  children  from Russia.  VerDate Mar 15 2010  03:46 Jan 15, 2013 Jkt 029060 PO 00000 Frm 00013 Fmt 0636 Sfmt 0634 E:\CR\FM\A14JA7.018 H14JAPT1 h t i w D O R P 1 N V T P S 6 K S D n o k c i r e d e r f r         ",2013
4,House,113,0.335,20,2013-01-14,Mr. COLE.," Mr. Speaker, I move that  the House do now adjourn.  The motion was agreed to; accordingly  (at  9 o’clock and  29 minutes  p.m.), under  its previous order,  the  House adjourned until tomorrow, Tuesday, January 15, 2013, at 10 a.m.  f  OATH  OF  OFFICE—MEMBERS,  RESIDENT COMMISSIONER, AND  DELEGATES  The oath of office required by the  sixth article of the Constitution of the  United States, and as provided by section 2 of the act of May 13, 1884 (23  Stat. 22), to be administered to Members, Resident Commissioner, and Delegates of the House of Representatives,  the text of which is carried in 5 U.S.C.  3331:  ‘‘I, AB, do solemnly swear (or affirm) that I will support and defend  the Constitution  of  the United  States against all enemies, foreign  and domestic; that I will bear true  faith and allegiance to the same;  that I take this obligation freely,  without any mental reservation or  purpose of evasion; and that I will  well and  faithfully discharge the  duties of the office on which I am  about to enter. So help me God.’’  has been subscribed to in person and  filed in duplicate with the Clerk of the  House of Representatives by the following Members of the 113th Congress,  pursuant to the provisions of 2 U.S.C.  25:  EARLBLUMENAUER, Third District of  Oregon; JOHNLEWIS, Fifth District of  Georgia; LUCILLEROYBAL-ALLARD, Fortieth District of California.  f  EXECUTIVE COMMUNICATIONS,  ETC.  Under clause 2 of rule XIV, executive  communications were taken from the  Speaker’s table and referred as follows:  6. A letter from the Board Chair and Chief  Executive Officer, Farm Credit Administration, transmitting the Administration’s final  VerDate Mar 15 2010  03:46 Jan 15, 2013 Jkt 029060 PO 00000 Frm 00020 Fmt 0636 Sfmt 0634 E:\CR\FM\K14JA7.037 H14JAPT1 h t i w D O R P 1 N V T P S 6 K S D n o k c i r e d e r f r         ",2013
5,,113,0.259,27,2013-01-14,Mrs. CAPITO.," Mr. Speaker, I rise today to  recognize  the bravery of City of Ripley Fire  Chief Richard H. Gobble, II. Chief Gobble, a  lifelong resident of the community he serves,  heads an all volunteer fire department in Ripley, WV, a small town in my district.  On the morning of December 29, 2012, Ripley’s Mayor received an anonymous letter detailing a heroic event that happened the week  earlier, just before the Christmas holiday. The  letter’s anonymous author had been traveling  down Route 33 when he witnessed a frightening car wreck, in which the vehicle left the  road and landed in the frigid waters of a nearby creek.  The first emergency responder on the scene  was a man from the fire department, who, according to the anonymous author, waded into  the cold waters without hesitation to help the  trapped motorist. The fireman successfully retrieved the elderly man from his almost completely submerged car and helped him  to  shore, reassuring him along the way that everything would be alright. By the time the fireman helped the elderly man to the creek bank,  other members of the fire department, paramedics, and police had arrived on the scene  to assist.  Once  the elderly man was safe  from  the  frigid waters and receiving medical treatment  from paramedics, the letter’s anonymous author asked a member of the fire department  for the name of the fireman that risked hypothermia to save the motorist. The fireman responded,  ‘That’s our chief!’ ’  It was Ripley’s  volunteer fire chief, Richard Gobble, who had  rescued the man from the frozen creek and  saved his life.  Mr. Speaker, the level of devotion to community by Chief Gobble is one deserving of  great respect and recognition.  I wish to thank Chief Gobble for his service  to his community. The City of Ripley is fortunate to have such a heroic man leading their  fire department.  f  IN RECOGNITION OF THE RETIREMENT  OF  RICHARD  HENRY  RAILEY FROM UPS  HON. MIKE ROGERS  OFALABAMA  INTHEHOUSEOFREPRESENTATIVES  Monday, January 14, 2013  ",2013
6,,113,0.338,27,2013-01-14,Mr. ROGERS of Alabama.," Mr. Speaker,  I  would  like  to ask  for  the House’s attention  today to recognize Richard Henry Railey who  is retiring  from  the United Parcel Service  in  Opelika after 34 years of service.  Mr. Railey was born on October 18, 1957,  in Ashland, Alabama, to Talma and Georgia  Alberta Railey. He graduated  from Wadley  High School in 1976 as Class Salutatorian, lettering in both football and baseball and serving as Class President.  He attended Southern Union State Junior  College receiving an A.S. Degree and serving  as President of the Student Government Association. He  then attended Auburn University  and graduated in 1981 with a B.S. Degree in  Vocational Agri-Business with a teaching certificate.  In November of 1978, Mr. Railey started  working part-time at UPS while  in school at  Auburn.  In 1979, he was promoted  to part-  time management and  in 1984,  to  full-time  management. In April of 1981, Richard married Debbie Renee Gilbert in Pine Mountain,  Georgia, and later they had two sons, Patrick  Ryan Railey and David Richard Railey. While  at UPS, Richard has also  volunteered at  United Way,  taught Junior Achievement at  Opelika High School and Auburn High School  and achieved many job promotions during his  time there.  Mr. Speaker, we join his family and friends  in celebrating Mr. Railey’s retirement and wish  him the very best.  f  HONORING THE LIFE OF BETTY  RAMACHER  HON. JIM COSTA  OFCALIFORNIA  INTHEHOUSEOFREPRESENTATIVES  Monday, January 14, 2013  ",2013
7,,113,-0.187,27,2013-01-14,Mr. COSTA.," Mr. Speaker,  I rise  today  to  pay tribute to the life of Betty Ramacher, who  passed away on November 20, 2012, at the  age of 86. A  respected elected official and  community leader, Betty leaves behind a wonderful legacy and serves as an example for  generations to come.  Betty was a woman of many  trades. She  served as a first grade teacher in Caruthers,  California and operated a dress shop in the  Fig Garden Shopping Center in Fresno, California. With her background as an educator  and small business owner, Betty successfully  ran  for  the Fresno County Board of Supervisors  in  1983.  Betty  served  the  third  supervisorial district for five years.  Betty’s progressive  ideas along with her  ability to get things done made her a well-respected political mind in California’s San Joaquin Valley. Aspiring political candidates would  often reach out to Betty first when running for  office. Betty and her husband, Richard, were  a formidable team—especially when it came to  organizing campaigns and winning elections.  Along with being a political trailblazer, Betty  was also a wonderful wife, mother, and grandmother. Betty’s family was everything to her.  She was a caregiver for a majority of her life—  providing for her disabled son, Eric, for over  50 years, and caring  for Richard after his  stroke. Betty truly understood the importance  of love and family.  Betty leaves behind her daughter, Mary and  son-in-law, Ted Mooradian; her grandchildren,  Ali Mooradian-Pesce and her husband Andres,  Lauren, Jacob, and Joseph Mooradian.  Mr. Speaker, I ask my colleagues to join me  in paying tribute to the life of Betty Ramacher.  Her unwavering commitment to bettering the  lives of residents in Fresno County will never  be forgotten. Betty will be remembered as a  woman with a kind heart and loving soul.  ∑ This ‘‘bullet’’ symbol identifies statements or insertions which are not spoken by a Member of the Senate on the floor. Matter set in this typeface indicates words inserted or appended, rather than spoken, by a Member of the House on the floor. VerDate Mar 15 2010  02:58 Jan 15, 2013 Jkt 029060 PO 00000 Frm 00001 Fmt 0626 Sfmt 0634 E:\CR\FM\K14JA8.001 E14JAPT1 h t i w D O R P 1 N V T P V 6 K S D n o k c i r e d e r f r ‘ ‘         ",2013
8,House,113,0.596,10,2013-01-25,Mr. ROKITA.,"  H.R. 24: Mr. FORBES, Mr. DUNCANof Tennessee, Mr. MCCAUL, Mr. JOHNSON of Ohio,  and ",2013
9,House,113,0.203,10,2013-01-25,Mr. GIBSON.,"  H.R. 32: Mr. O’ROURKE, Mr. WOMACK, and  ",2013
