,branch,congressID,ideology_score,page,part,speaker,speech,year
0,House,94,-0.429,14,2,Mr. PRICE.," Mr. Speaker, I offer a reso lution.  The Clerk read the resolution, as fol l::>ws:  H. RES. 97  Resolved, That the House has heard with  profound sorrow of the death of the Honor able John C. Kluczynski, a Representative  from the State of illinois.  Resolved, That a committee of 65 Members  of the House, with such Members of the Sen ate as may be joined, be appointed to attend  the funeral.  Resolved, That the Sergeant at Arms of the  House be authorized and directed to  take  such steps as may be necessary for carrying  out the provisions of these resolutions and  that  the necessary expenses  in connection  therewith be paid out of the contingent fund  of the House.  Resolved, That  the Clerk  communicate  these resolutions to the Senate and transmit  a copy thereof to the family of the deceased.  The resolutions were agreed to.  The SPEAKER. The Chair desires to  state that the Chair will announce to morrow the names of members of the  Funeral Committee on the part of the  House.  The Clerk will report the remaining  resolution.  The Clerk'read as follows:  Resolved, That as a further mark of respect  the House do now adjourn.  The resolution was agreed to.  A motion to reconsider was laid on the  table.  ADJOURNMENT  The SPEAKER. Accordingly, the House  stands adjourned until 12 o'clock noon  tomorrow.  Thereupon <at 12 o'clock and 15 min utes p.m.), pursuant to House Resolu tion 97,  the House adjourned until to morrow, Tuesday, January 28, 1975, at 12  o'clock noon.  EXECUTIVE COMMUNICATIONS,  ETC.  Under clause 2 of rule XXIV, executive  communications were  taken  from  the  Speaker's table and referred as follows:  183. A  letter from  the President of  the  United States, transmitting a draft of pro posed legislation to extend the Voting Rights  Act of 1965, and for other purposes (H. Doc.  No. 94-23);  to the Committee on the Judi ciary and ordered to be printed.  184. A letter from the Assistant Secretary  of Defense (Comptroller), transmitting a. re port that no use was made of funds appro priated in the Department of Defense Ap propriation Act, 1974, or the Military Con struction Appropriation Act,  1974, during  the second hal! of fiscal year 1974, to make  payments under contracts in a foreign coun try except where it was determined that the  use of foreign currencies was not feasible,  pursuant to sections 736 and 109 of the re spective acts;  to the Committee on Appro priations.  185. A  letter from  the Secretary of  the  Army, transmitting reports of the number of  officers on duty with Headquarters, Departto  ment of the Army, and detailed to the Army  General Staff on December 31, 1974, pursuant  to 10 U.S.C. 3031(c);  to the Committee an  Armed Services.  186. A  letter from  the Deputy Assistant  Secretary of Defense (Installations and Hous ing),  transmitting notice of  the  location,  nature, and estimated cost of 73 construc tion projects proposed to be undertaken for  the Army National Guard, pursuant to 10  U.S.C. 2233a;  the Committee on Armed  Services.  187. A letter from the Acting Deputy Chief  of Naval Material (Procurement and Produc tion), transmitting a. report on Navy research  and development procurement actions  of  $50,000  and over,  covering  the 6 months  ended December 31, 1974, pursuant  to 10  U.S.C. 2357;  to  the Committee on Armed  Services.  188. A letter from the Chairman, Cost Ac counting Standards Board,  transmitting  a.  proposed new cost accounting standard en titled ""Part 409-Depreciation of Tangible  Capital Assets"", pursuant to section 719(h)  (3) of the Defense Production Act of 1950,  as amended; to the Committee on Banking,  Currency and Housing.  189. A letter from the Executive Secretary  to the Department of Health, Education, and  Welfare,  transmitting notice  of proposed  funding criteria. governing the higher edu cation personnel training programs, pursuant  to section 431(d) (1) of the General Educa tion Provisions Act, as amended; to the Com  mittee on Education and Labor.  190. A letter from the Assistant Adminis trator for Legislative Affairs, Agency for In ternational Development, Department  of  State, transmitting notice of  the Agency's  intention to obligate Specie.l Requirements  Funds for various loan and grant projects in  Syria., pursuant to section 903 of the Foreign  Assistance Act of 1961. as amended;  to the  Committee on Foreign Affairs.  191. A  letter from  the Acting Assistant  Legal Adviser for Treaty Affairs, Department  of State, transmitting copies of international  agreements other than treaties entered into  by the United States, pursuant to Public Law  92-403; to the Committee on Foreign Affairs.  192. A letter from the Chairman, Occupa tional Safety and Health Review Commission,  transmitting a report on the Commission's  activities under the Freedom of Information  Act, as amended, during calendar year 1974,  pursuant to 5 U.S.C. 552(d); to the Commit tee on Government Operations.  193. A letter from the Assistant Secretary  of the Interior, transmitting notic ... of there ceipt of a loan application and project pro posal from the Valley Center Municipal Water  District, Valley Center, Calif., pursuant to  section 10 of the Small Reclamation Proj ects Act of 1956;  to the Committee on In terior and insular Affairs.  194. A letter from the Administrator, Fed eral Energy Administration, transmitting a  report on the energy conservation study, pur suant to section 8(a) of Public Law 93-319  (H. Doc. No. 94-24);  to the Committee on  Interstate and Foreign Commerce and or dered to be printed.  195. A letter from the Secretary, Railroad  Retirement Board, transmitting a. report on  positions in grades GS-16, 17, and 18 under  the Board during calendar year 1974, pur  suant to U.S.C. 5114(a.);  to the Committee  on Post Office and Civil Service.  RECEIVED FROM THE COMPTROLLER GENERAL  196. A letter from the Comptroller General  of the United States, transmitting a. report on  the examination of the financial statements  of the Rural Telephone Bank, Department of  Agriculture, for fiscal year 1974, pursuant to  31 U.S.C. 841  (H. Doc. No. 94-25);  to the  Committee on Government Operations and  ordered to be printed.  REPORTS OF COMMITTEES ON PUB LIC BILLS AND RESOLUTIONS  Under clause 2 of rule xm, reports of  committees were delivered to the Clerk  for printing and reference to the proper  calendar, as follows:  (Submitted January 2, 1975]  Mr. STAGGERS: Committee on Interstate  and Foreign Commerce. Report on the ac tivity of the Committee on Interstate and  Foreign Commerce, Hause of Rep1esentatives,  for  the 93d Congress  (Rept. No. 93-1668).  Referred  to  the Committee of  the Whole  House on  the State of  the Union.  PUBLIC BILLS AND RESOLUTIONS  Under clause 4 of rule XXII, public  bills and resolutions were introduced and  severally referred as follows:  Ey Mr. HECHLER of west Virginia. (for  himself, Ms . .AllZUG, Mr. BADILLO, Mr.  BRODHEAD, Mr. CoRMAN, Mr. DRINAN,  Mr. EDGAR, Mr. FoRD of Tennessee,  Mr.  HARRINGTON,  Ms.  HOLTZMAN,  Mr. KOCH, Mr. LONG of Maryland,  Mr. MOAKLEY, Mr.  SCHEUER, Mrs.  SPELLMAN, Mr. STARK, Mr. STOKES,  and Mr. OTTINGER) :  H.R. 2121. A bill to provide for the orderly  phasing out of surface coal mining opera tions, and to control those underground coal  mining practices which adversely affect the  quality of the environment, and for other  purposes; to the Committee on Interior and  Insular Affairs.  By Mr. ANDREWS of North Dakota:  H.R. 2122. A bill to provide priority systeu1  for certain agricultural uses of natural gas;  to the Committee on Interstate and Foreign  Commerce.  By Mr. ANNUNZIO:  H.R. 2123. A bill to amend title 38 of the  United States Code  to make certain  that  recipients of veterans' pension and compen sation will not have the amount of such pen sion or compensation reduced because of in creases in monthly social security benefits;  to the Committee on Veterans' Affairs.  H.R. 2124. A bill to permit officers and em ployees of the Federal G<>vernment to elect  coverage under the old-age, survivors, and  disability insurance system; to the Commit tee on Ways and Means.  By Mr. ANNUNZIO  Mr. MINISH) :  H.R. 2125. A bill to establish the Federal  Savings and Loan Insurance Corporation as  an independent corporate instrumentality of  the United States;  to  the Committee on  Banking, cunency, and Housing.  By 1\lf..r. ARMSTRONG:  H.R. 2126.A bill to amend the Federal Fcod,  Drug, and Cosmetic Act to include a defini tion of food supplements, and for other pur poses;  to the Committee on Interstate and  Foreign Commerce.  By Mr. BEDELL:  H.R. 2127. A bill to amend subtitle Co! the  Consolidated Farm and Rural Development  Act to reduce the rate of interest on emer gency loans made under such subtitle and  to authorize additional funds for the cur rent fiscal year to expedite the processing of  emergency loans to farmers and ranchers who  suffered losses as a result of the recent bliz zard in the midwestern part of the United  States;  to the Committee on Agriculture.  By Mr. BRINKLEY:  H.R. 2128. A bill  to amend the Commu nications Act of 1934 to establish orderly pro cedures for the consideration of applications  for  renewal of broadcast  licenses;  to  the  Committee on Interstate and Foreign Com merce.  (for himself and  ",1975
1,Senate,94,-0.443,27,2,Mr. KENNEDY.," Mr. President, I send  to the desk an amendment to H.R. 1767,  the forthcoming Debt Ceiling Act. The  purpose of the amendment is to provide  an immediate $15 billion antirecession  tax cut for individuals.  It is my hope that Congress will send  the Debt Ceilin& Act  to the President  with three key positions:   First, the temporary increase in the  debt ceiling, which has been requested  by the administration before February  18.  Second, the deferral of the President's  energy tariff increase and of any price  increase for old oil. This is the deferral  which Senator JACKSON and I proposed  last week and which has now already  been coupled to the Debt Ceiling Act by  the action of the House Ways and Means  Committee last Friday on H.R. 1767.  Third, a tax cut large enough to begin  immediately to pull the collapsing econ omy out of its present tailspin of mush rooming unemployment and worsening  recession.  In my view, deferral of the oil price  increases and enactment of  the anti recession  tax cut ought  to be  the  top  priorities of Congress in the immediate  future.  The administration's plan is seriously  flawed, because its energy program will  interfere with the antirecession program.  We have an energy crisis, but the solu tion is not to plunge the economy deeper  into recession while trying to deal with  energy.  The  President's  peremptory  unil&.teral action in raising the price of  oil will do just that. He has taken a step  that will begin immedi~tely to drain up wards of $30 to $51 billion a year from  the economy, at~ time when no rebate  plan is in place to recycle these billions  of dollars back to consumers, and when  the  administration's proposed  rebate  plan itself is defective on its face in terms  of both timing and amount.  As a result the President's unilateral  action on energy endangers what must be  our No. 1 priority, America's quick eco nomic recovery.  As the event of thE-past week have re vealed, Congress is already well qn its  way to reversing the President's unwise  and mistaken action on the energy prices.  But correcting the President's action  on energy is only half the job. We also  owe it to the American people to act at  the earliest possible opportunity on what  is widely agreed to be the most wgently  needed economic step-a substantial tax  cut to stop the recession and bring the  economy back to health.  The Debt Ceiling Act  is the obvious  vehicle for the immediate tax cut. The  mechanism I propose is a simple, one shot $15 billion stimulus, based on a $70  cash rebate for each personal exemption  currently  claimed  on  an  individual's  tax return. The rebate would be given  against 1974 tax liability, so that it will  be available immediately to every citizen.  For a married couple, the tax saving  would be $140. For a family of four, the  saving would be $280. Also, under the tax  rules that now apply to personal exemp tions, the elderly and the blind would be  eligible  for a  double  sa ing, $140  in stead of $70 per person.  To insure that the rebate is concen trated in the lowand middle-income  groups, where  it  is needed most,  the  amendment also contains a  provision  phasing out the tax relief for taxpayers  with incomes over $25,000, with &.  full  phaseout when the $40,000 income level  is reached.  Most important, the rebate would be  ""refundable""-that is, it would be avail able to all individuals, whether or not  they have a 1974 tax liability. The major  advantage of the refundable step is that  it provides substantial relief to millions  of working poor and others in the lowest  income  groups,  those who  could not  otherwise participate in the benefit of  the tax cut, but who are the hardest hit  by inflation and recession.  To obtain the rebate, an  individual  would simply file a  tax retmn with the  Int~rnal Revenue Service and claim his  rebate. The  Internal Revenue Service  would be directed to mail out the rebates  immediately, without waiting for other  aspects  of  the  tax  returns  be  processed.  This tax relief proposal has the fow  obvious virtues of speed, simplicity, fair ness, and effectiveness. Unlike the Presi  dent's program, the vast majority of the  tax relief would go to low-and middle income groups. The stimulus to the econ omy could begin to work at once, because  the full rebate would be sent out im mediately, without being dissipated over  installments several months apart. The  stimulus  is needed now. It makes no  sense to wait until May, or to defer half  of it to September, as the President has  proposed, when action can come now.  And,  the $15  billion  tax cut  large  to  is  enough to give the economy the immedi ate boost it so badly needs today, without  precluding the possibility of additional  relief as the year goes on.  Equally important, the size of the re bate for most individuals would encour age  purchases  of  the  so-called  ""big  ticket""  items, which  are  so  urgently  needed to pull the economy out of the  current recession. And, since the relief  would be a one-shot tax reduction, the  stimulus will be achieved without a per manent tax reduction or long-term reve nue loss.  The tax cut I propose to add to the  Debt Ceiling Act is close . in amolL'lt to  the tax cut for individuals proposed by  President Ford-$15 billion versus $12  billion-although it differs substantially  in the two critical aspects of timing and  fairness.  Thus,  the antirecession  tax  relief  I  favor would achieve the important goal  of immediate tax relief for millions of  citizens ha1d pressed by the twin ourdens  of in:fia tion and recession.  It may well be  that Congress will  choose to adopt a different form of tax  cut  than  the one  I have proposed. A  1, rge number of proposals have been  suggested in recent days as alternatives  to the President's tax cut package. The  test, however, is whether we can develop  a package capable of enactment now,  v!ithout bogging down in debate over de tails that would cost us valuable time in  the fight against recession. The key point  is that antirecession tax relief should be  part of  the Debt Ceiling Act sent by  Congress to the President.  Nor must we allow the current passion ate debate over energy to obscure what  ought  to be  everybody's number one  priority-ending the recession and bring ing the economy back to health. Both  President Ford and Congress agree that  an immediate tax cut is desirable.  Surely,  the President's objection  to  Congress' request for a brief deferral of  his energy price increase program will  not prevent him from signing a Debt  Ceiling Act containing the tax cut that  both he and Congress want and  that  ought to be our first economic priority.  ",1975
2,Senate,94,-0.439,27,2,Mr. MANSFIELD.," Mr. President, I ask  unanimous consent that the order for the  quorum call be rescinded.  The PRESIDING OFFICEP... Without  objection, it is so ordered.  SCHOOL DESEGREGATION  ",1975
3,Senate,94,0.016,27,2,Mr. ALLEN.," Mr.  President, many  times  in the U.S. Senate I have con tended that what we need in this coun try in connection with the education of  our youth is a uniform national policy  for desegregation of the public schools. I  have contended that it is unfair to re quire immediate desegregation of public  ",1975
4,Senate,94,-0.483,40,2,Mr. METCALF.," Mr. President, I am in troducing today for myself and Senator  JACKSON  the  Federal  Coal  Leasing  Amendments Act of 1975 <S. 391). This  bill is almost identical to S. 3528, 93d  Congress, which the Senate passed by  unanimous vote on July 8, 1974.  s. 3528 was  the result of extensive  hearings on Federal coal leasing policy  conducted by the Subcommittee on Min erals, Materials, and Fuels and hearings  on coal policy issues and Federal mineral  leasing and disposal policies conducted  during the last 2 years by the National  Fuels and Energy Policy Study. It draws  heavily on the proposals made by  the  administration for changes in the Fed eral mineral development laws. The In terior Committee's report on S. 3528  states:  The Committee  is  convinced  that  the  changes in the basic coal leasing law, which  would be made by S. 3528, should precede  any large-scale Federal coal leasing program.  Otherwise, billions of tons of coal may be  placed into private hands under the provi sions of a. law which the Committee, the Ad ministration, citizens of the area involved,  the General Accounting Office, a.nd other in dependent analysts all agree is outmoded a.nd  not in the public interest.  Mr. President, I am deeply concerned  about  the possibility  that  the current  energy situation will lead to premature  decisions to proceed with large-scale coal  leasing when the impacts of such action  are not fully understood. The issuance  of such  leases could,  for all practical  purposes, commit the land, water, and air  resources of the area to development of  surface mines, electric generating plants,  coal gRsification and liquefaction plant~,  water impoundments and new communi ties without adequate consideration of  other alternatives and environmental,  social, and economic impacts, and with out adequate opportunity for advance  planning by the communities i?-Volve~.  The coal and electric power mdustnes  are placing increasing pressure on the  administration to end the current mora torium and to lease large quantities of  Federal coal. However, there must be a  better understanding of the problems as sociated w'ith surface coal mining in the  arid semiarid regions of the West before  turning more Federal coal over to private  industry.  I support development of domestic en ergy resources in a realistic and respon sible manner. Thus, I am convinced that  the  current  coal  leasing moratorium  should continue until: First, a Federal  surface coal mining  law has been en acted;  second, the Federal leasing law  has been changed; and third, compre hensive  land use plans  for  the areas  which will be impacted by coal develop ment have been prepared. This mora torium permits coal leasing where neces sary to continue an existing mining oper ation or to provide adequate short-term  coal reserves.  s. 391 would make six basic changes  in the provisions of the Mineral Leasing  Act of 1920 relating to development of  Federal coal  resources. These changes  ",1975
5,Senate,94,-0.1,53,2,Mr. BROOKE.," Mr. President, New  England has perhaps as dense a con centration of historic places and build ings as any region in this country. Those  of us who live in this region like to feel  that this simply reflects  the enormous  contribution made by New Englanders to  the contours of American history.  One New Englander of whom we are  particularly proud is Frederick Law Olm-  sted. Without question Mr. Olmsted  is  America's premier landscape architect.  His life spans the latter half of the 19th  century and his work can be found in  nearly every State in this Union. Indeed,  his vision and sense of  landscape has  even shaped the very building in which  we work,  for he designed  the Capitol  grounds and the Capitol's lovely terrace.  Time does not permit a  full  listing  of Mr. Olmsted's impressive accomplish ments, but I ask my colleag1,1es  to con sider the following sampling which indi cates just how varied and vast is his in ftuence  throughout our Nation. He de signed the park systems in Boston, New  York, Buffalo, Milwaukee,  and Roch ester; he was the architect of individual  parks in Chicago, Detroit, Atlanta, Louis ville, and Charlestown; he was in part  responsible for the formation of Yosemite  National Park and for saving Niagara  Falls; he designed the beautiful Biltmore  estate in North Carolina and he was re sponsible  for  several university  land scapes such as Stanford University  in  California.  Luckily for Americans, most of Mr.  Olmsted's work has been painstakingly  assembled in  the Library of Congress.  But a significant portion of his work still  remains in Brookline, Mass., where he  lived and worked for the last 20 years of  his life and where his firm-Olmsted As sociates,  Inc.-continues  to  operate.  Ther~ are literally thousands of plans,  draWings, and photographs in his home  and offices which document not only the  brilliant work of Mr. Olmsted and his as sociates but also the history of landscape  architecture in its formative stages.  Unfortunately,  Olmsted  Associates,  Inc., can no longer assume the financial  burden of this large, historic estate. And  unless some alternative is forthcoming to  keep the building and its valuable con tents together, the firm has made it clear  that they will have to take the extreme  step of selling the contents to individual  buyers,  thereby dispersing forever  this  compact  record of our most  famous  landscape architect.  That is why the bill I am introducing  today with my colleagues is so critically  important. It would authorize the Fed eral Government to purchase Mr. Olm sted's house -and office and designate  them a national historic site. I can think  of nothing more fitting and timely than  for  this Congress  to act in a positive  fashion on this proposal. All of Frederick  ",1975
6,Senate,94,-0.344,66,2,Mr. WILLIAMS.," Mr. President, I am  pleased to join as a cosponsor of the Chil dren and Youth Camp Safety Act. This  bill is identical to S. 3639 which was re ported to  the Senate fioor  in the 93d  Congress, but which was not acted on by  the Senate.  Since 1967 numerous bills have been  introduced in both the House and the  Senate providing for a Federal role in  developing and enforcing uniform chil dren and youth camp safety standards.  To date no  legislation  to achieve  this  goal has been enacted. The bill I join in  introducing today is similar to a provision  passed by the Senate as part of the Edu cation Amendments of 1972. At that time  similar legislation had been reported by  the House committee, burt was amended  on the fioor to provide that the Depart ment of Health, Education, and Welfare  conduct a study of children and youth  camp safety. It was this decision which  prevailed in conference on the 1972 Edu cation Amendments. The study subse quently conducted was the basis of S.  3639 and this identical bill. I believe that  the time has come for us to pass this  legislation.  There are approximately 10,000 camps  in the United States. Each year an esti mated 10 million able-bodied children  and youth attend these camps. Yet, only  six States have laws and regulations that  are judged adequate by the Department  of Health, Education, and Welfare  cover all aspects of camp safety, coupled  with requirements for annual inspection  of these sites, 24 States have no  laws  whatso,ever. This situation cannot be  allowed to continue.  Mr. President, I am pleased to report  that my own State of New Jersey  is  among the six which do have adequate  standards. On January 9, 1974, the new  Jersey Youth Camp Safety Act was  signed into law. As Mr. Oscar Sussman,  to  director of  the New Jersey Consumer  Health Services, stated in testimony be fore the Subcommittee on Children and  Youth concerning this bill:  It is a needed piece of legislation . . . the  State of New Jersey is prepared to comply  by existing state law with most of the terms  of this legislation.  Mr. Sussman goes on to say that with out comparability across States,  those  States which have implemented strong  laws suffer, and the camps within those  States are placed in a noncompetitive  status because of the extra costs involved  in assuring decent health and safety  standards.  The Children and Youth Camp Safety  Act provides the mechanism to develop  mmunum  guidelines  and  standards  which States can adopt or use to develop  their own standards. This will, I believe,  institute a process of education through  which the States themselves could either  institute new or improve existing pro grams. The bill provides that the Secre tary of Health, Education, and Welfare  establish an Advisory Council on Chil dren and Youth Camp Safety to consult  on policy matters. The Council shall have  17 members, including the Secretaries of  HEW, Agriculture and Interior-or their  representatives,  :five  representatives of  organized camping, two representatives  of other groups with e~pertise in camp  safety, five representatives of consumers  of camping services, and two State offi cials. The Senate will have the power to  advise and consent on the appointments.  In addition, the Secretary can draw on  existing expertise in the area of camp  safety from a wide variety of sources,  particularly from those States which al ready have adequate legislation, in order  to develop  the standards  that States  adopt or use as guidelines  to develop  their own programs.  An area which I feel deserves special  attention, and in which Federal regula tions could provide a model for States, is  the need to improve the standards that  would benefit this Nation's handicapped  children and youth. There are an esti mated 11 million such persons who have  not been able to take full and equal ad vantage of a fully integrated camp ex perience. This bill directs the Secretary  to address the needs of these young peo ple and to develop standards, with the  assistance of  individuals expert in the  area on the Advisory Council, which will  assist in insuring that handicapped chil dren can attend any camp.  Some may feel that because we  lack  adequate  statistical  data  about  the  existing conditions in all of our camps  we should not pass this legislation. Some  will argue that the pending legislation  was  formulated without sufficient evi dence that a major portion of our exist ing camp sites are unsafe, and thus we  should not act out of  ignorance. But,  we are not acting out of ignorance. While  our knowledge of present conditions is  by no means complete, we do know that   there have been injuries and deaths at  our camps, and that there are no uni form  standards which might prevent  these  tragedies. This is surely a mini mally sufficient condition to justify the  ",1975
7,Senate,94,-0.387,79,2,Mr. CRANSTON.," Mr. President, on  January 28, 1969-just 6 years ago to morrow-the 5th of 63 planned wells on  Union Oil Co.'s platform A in the Santa  Barbara Channel belched forth a geyser  of oil and catapulted a quiet recreational  and educational community into the eye  of the public storm that still rages over  the future of offshore oil development.  Within 2 days of the sea floor rupture,  it was estimated that as much as 2.1 mil lion gallons of crude oil had been spilled.  The slick then covered 32 square miles.  By the third day, it covered 115 square  miles. By  the eighth day, 660  square  miles of the channel and 100 miles of  shoreline were contaminated. The spill,  which  began  in  January,  continued  through the spring and summer. Before  it finally aba-ted, estimates of the lost oil  went as high as 1_60,000 barrels. But  whatever the actual amount really was,  it was more than we could afford envi ronmentally and economically. And the  looming question is: When will it hap pen again?  On the eve of this tragic anniversary,  I  am pleased to join with  the distin guished chairman of the national ocean  policy study, Senator ERNEST F. HoL LINGS, and others in sponsoring major  legislation to amend  the Outer Conti nental Shelf Lands Act of 1953 and to  improve upon OCS  legislation which  passed the Senate but not the House in  the 93d Congress.  This legislation is the culmination of  the national debate which began on the  oily bea-ches of Santa Barbara 6 years  ago. Its early ena-ctment must be a ma jor goa-l of the 94th Congress. For we can  wait no  longer. Plans  to double  the  amount of acreage now  leased on the  Outer Continental Shelf  are  in  full  swing, and unless  the Congress  takes  immediate and affirmative action on this  bill, 10 million acres of now undeveloped  areas of the OCS will be leased in 1975.  ~f this tota-l, 16%, or 1.6 million acres,  IS scheduled for sale off the coast of pop It is now  ulated southern California.  abundantly clear that our present sys tem for developmentof the Outer Con tinental Shelf is grossly inadequate. It  does not guarantee  the public-which  owns these valuable resources-either a  fair return or the full and timely devel opment of the oil a.nd gas. And it hands  over to the oil companies the right to  make critical energy and environment  decisions without adequate  if any pub lic input. The time for change is at 'hand.  This new legislation embodies the rec ommendations of  the national ocean  policy study of  the Senate Commerce  Committee. First, it would place a morato  torium on conventional leasing in new  areas of  the Outer Continental Shelf.  This would mean that the lease sales  now  scheduled  for  1975  and beyond  would be canceled upon enactment of  the legislation. This moratorium on con ventional  leasing would not, however,  necessarily cause a delay in the discovery  of and subsequent development-if de sired-of new offshore oil and gas de posits. For, instead of turning over re sponsibility for exploration  the oil  companies, this bill would authorize and  direct the Secretary of  the Interior through the U.S. Geological Survey-to  conduct seismic, geomagnetic, gravita tional, geophysical, geochemical, and ex ploratory deep drilling activities in areas  of  the Outer Continental Shelf where  oil and gas development have not pre viously occurred.  In short, the conventional leasing ar rangement whereby  the oil companies  are sold rights to explore for and, in the  event of a discovery, to develop the oil  and gas resources of the OCS would be  replaced by a new system which sepa rates the exploration function from the  development function.  The Federal Government would as sume  the exploration  function. Areas  where oil and gas are found, and where  development  is  deemed  appropriate,  would then be leased to oil companies for  development.  This marks a critical departure from  our current leasing policy. It would not  only improve the public data base about  these federally owned reserves, it would  also mean that the decisions which have  the greatest impact on the marine and  coastal environments and on future en ergy supply would be made in the public  sector, with opportunity for full partici pation by affected coastal States.  The initial outlay of funds for feder ally sponsored exploration would be sub stantial. The bill calls for an authoriza tion of $200 million for fiscal years 1976  and 1977. But the potential for better re turns would be enhanced by the simple  fact that the Federal Government-the  lessor-would know the true value of the  lease instead of depending on the pur chase of some oil company information,  which is itself expensive. It was recently  discovered,  for  example,  that  some  $200,000 of funds earmarked for environ mental  baseline  studies  in  southern  California's offshore areas were actually  used by the Bureau of Land Manage ment to purchase geophysical data for  use in evaluating lease tracts. Incredi bly,  this data had already been pur chased by the USGS but was being held  confidential, even from its sister agency,  theBLM.  The advantage of  this new scheme  is that it would leave the important de cisions about energy in the public do~  main, not in the hands of  the energy  companies.  All data acquired by exploration with  public funds would be made public and  available to all bidders for development  leases on an equal basis. In addition, the  bill would provide for the enhancement  of the coastal States' role in the decisions  affecting the OCS near their shorelines.  This would occur through a mandatory  ",1975
8,Senate,94,-0.408,105,2,Mr. BAYH.," !VIr. President, in the near  future the President will submit a budget  for defense spending in fiscal year 1976.  From recent indications and news stories  it appears that while the President will  seek to hold the line on spending for so cial programs, he will request a tremen dous  increase in defense expenditures.  Evidently, procurement of new weapons  will not be prohibited by the President's  pledge to oppose new spending prograrr-s.  According to current iffiormation, we  should expect a  request for $93 billion  in total outlays for defense and for $105  billion in new defense obligational au thority. The $93 billion in total outlays  would be even higher were it not for the  President's intention to hold Federal pay  raises and military pension increases to  5 percent. For fiscal year 1975, the figures  for  total outlays and new obligational  authority were $83 and $89 billion re spectively. The prospective budget re quest marks an  incredible  increase of  12 percent and 18 percent. More  im portantly, these totals are well above the  numbers that had been given to budget  planners in the Pentagon by the Office  of Management and Budget, and, there fore,  represent a  clear decision  to use  the defense budget as an antirecession  weapon.  Mr. President, it was only a year ago  when the Secretary of Defense admitted  to Congress that the defense budget for  fiscal year 1975 was padded ll:;-approxi mately $1.5 billion in order to stimulate  the economy. Many of us stood up then  and decried such an inefficient and mis guided use of fiscal policy, and, fortun nately, we were able to cut over $4.5 bil lion from  the administration's defense  budget.  I had hoped that after last year's ex perience we would not have  to debate  the role of defense spending in the econ omy again. My !lopes were buttressed by  the fact that we had a new President  who I thought would look with more sen sitivity to the real neec1.s of ~he people  of this Nation. Unfortunately, Mr. Presi dent, I was overoptimistic. \Vhile we do  have a new captain, the Ford adminis tration is composed largely of the same  old Nixon team, and, sadly, that team is  insisting on playing  the  same Nixon  games.  And the defense spending game is even  more dangerous  this year than it was  last. The reality of recession, which many  of us predicted for montr_.:;, has now fully  impacted upon the Nation. There is con sensus among people of all political per suasions that the Government must move  to stimulate the economy, and there will  be  a  great  temptation  to use defense  spending to accomplish such stimulation.  Members of Congress will hear less and  less about the merits of various defense  programs, but  rather how many  jobs  ",1975
9,Senate,94,0.056,144,2,Mr. HATFIELD.," Mr. President, will the  Senator yield?  ",1975
