,branch,congressID,ideology_score,page,part,speaker,speech,year
0,Senate,98,0.087,15,1,Mr. ANDREWS.," Mr. President, for  39 years, Dr. Anthony Zukowsky has  worked for the freedom of the Ukrain ian people.  am very sorry to learn  that Dr. Zukowsky has  suffered  a  heart attack and remains  in critical  condition. His great efforts over the  years cannot be adequately acknowl edged or replaced, and his knowledge  of and determination for the Ukraini an cause  remain unparalleled.  It is  with Dr. Zukowsky's diligent efforts in  mind that I  read this letter from the  North Dakota branch of the Ukraini an Congress Committee of America,  Inc.  DEAR SENATOR ANDREWs. Yesterday,  the  Ukrainian people in the free world celebrat ed the 66th anniversary of the Proclamation  of Independence of Ukraine. It was on Janu ary 22,  1918,  that  this proclamation was  made in Kiev, the capital of Ukraine.  Following this declaration, the sovereign  of Ukraine struggled for 3 years against the  Russian Bolsheviks. They succumbed to the  aggressor who  established  in Ukraine  a  Communist  government  known  as  the  Ukrainian Soviet Socialist Republic.  Under  the Communist rule, millions of  Ukrainians have been annihilated. In 1983,  the Ukrainians in the free world called at tention to the 50th anniversary of the man made famine which caused the death of 7  mlll1on Ukrainians. Further, the churches  in Ukraine have been destroyed, the clergy  and  faithful  persecuted. All  aspects  of  Ukrainian life are controlled and directed  by Moscow.  Arrests, trials, convictions of thousands of  Ukrainians charged with ""anti-Soviet propa ganda  and  agitation""  have  been made.  Unfair trials and harsh sentences have been  given to members of the Ukrainian Helsinki  Accord monitoring groups. Extended prison  terms are now being given to dissident writ ers.  ",1984
1,Senate,98,0.322,41,1,Mr. DOLE.," Madam President, I am  not certain what the bypass problem  may turn out to be. But there appears  to be at least some concern expressed  by a number of people that we visited  with. So there were 32 of us who sent  a  letter to  the Federal Communica tions Commission. I have asked that a  copy of that letter be printed in the  RECORD.  I ask unanimous consent that a copy  of the temporary order of the Federal  Communications Commission  appear  in the RECORD. They will make, as I  understand  it,  a  final  order  on  Wednesday of this week.  There being no objection, the order  was  ordered  to  be  printed  in  the  REcoRD, as follows:  [Report No. 17831, Action in Docket Case,  Jan.19, 19841  FCC DELAYS $2 CHARGE  <CC Docket 78-72, Phase I>  The Commission decided to delay end user  access charges for residential and single line  business customers in light of requests from  citizens and public officials that such end  user charges be delayed for further study.  The Commission also concluded that a delay  is necessary  to enable the Commission to  devise an exemption for end users who may  not be able to afford any end user charge,  and to allow a Federal/State Joint Board  more time to evaluate proposals to provide  more assistance to customers of small tele phone companies.  The Commission will issue a Supplemen tal Notice In the near future Inviting comments on the exemption question and how  best to implement an end user charge plan  for all residential and single line business  customers. The Commission said  that  its  view at this time was there should be a more  gradual  transition stretching to 1990 and  that  the charge  to  customers would be  capped at $4.00 during this transition. This  would result in a sharing of cost burdens by  the telephone customers and the telephone  carriers. The Commission  intends  to  take  comments regarding now best to implement  this proposall, and at the same time to rig orously study all possible effects of the pro posals upon the universality of telephone  service. In addition, the agency will contin ue  to  investigate  the effects on universal  service of federal decisions in general.  The Commission  also  said  that  it  re mained convinced that bypass of the public  telecommunications network by large users  poses a  significant and present threat  to  universal service, and that it intended to use  the additional time provided by the djlay of  the end user charge proposal  to compile  more detailed information upon the extent  and dangers of bypass. The Commission di rected its staff to strive to complete the fur ther proceedings ordered by December 1,  1984 so that it would be possible for any  new plan and tariff arrangements to be put  in place by June 1985.  Regarding small telephone companies, the  Commission said  that it  intends  to meet  their need for more assistance than their  large counterparts because  they generally  have a smaller base of business subscribers  and less flexibility in recovering above aver age costs without adverse effects on residen tial subscribers. Thus, the Commission di rected the staff to prepare Notices to gather  comments on methods to provide even more  financial assistance to small telephone com panies. Among the options under consider ation at this time include: < 1 > giving smaller  telephone companies latitude to collect end  user charges or not; or <2> increasing assist ance for  local exhange carriers with  less  than 50,000 loops in a study area to cover 80  percent of loop costs between 110 percent  and 200 percent of the national average.  The Commission recognized that delay of  the end user charge would require that the  revenue  requirement  for  the  Carrier  Common Line access element be increased  to compensate for the loss of revenues that  would have been  received  from end user  charges paid by residential and single line  business customers. No change was made in  the charges for multi-line business custom ers.  The Commission also decided to revise the  rules for the computation of access charges  to be paid by carriers that provide alterna tives to AT&T's long distance services, such  as MCI's Execunet  service  and GTE's  SPRINT service. The agency was convinced  by arguments made by NTIA, the Depart ment of Justice, and several carriers, that  the existing plan could have undesirable  competitive  consequences  and  that  care  should be taken to ensure the maintenance  of  competition  through  the  transition  period leading up to the time when all inter state carriers could be provided interconnec tion to local exchanges comparable to that  enjoyed by AT&T. Therefore, the Commis sion prescribed two  levels of charges, one  for ""equal"" access to a switch comparable to  that provided AT&T and one for ""unequal""  access comparable to that presently afford ed to most of AT&T's competitors. All long  distance carriers will pay the same rate for  equal access. A  total differential of 55% was  ",1984
2,House,98,0.691,80,1,Mr. DANNEMEYER.," Mr. Speaker, I  raise a question of the privileges of the  House, and I offer a privileged resolu tion <H. Res. 390) and ask for its im mediate consideration.  The Clerk read the resolution, as fol lows:  H. REs. 390  Resolved, That effective 30 days after the  adoption of this resolution, each Standing  and Select Committee of the House, except  for the Committee on Standards of Official  Conduct,  shall be constituted  in a  ratio  which is proportionate to the membership  of the two political parties in the House as a  whole; and each subcommittee thereof shall  also be so constituted; and insofar as practi cable,  the staffs of each Committee shall  also reflect these same ratios.  The  SPEAKER.  The  gentleman  from California has been kind enough  to advise the Chair that he was going  to offer this resolution as a question of  privilege at the appropriate time, and  now is the appropriate time.  Would the gentleman state why he  feels the resolution constitutes a ques tion of privilege?  ",1984
3,House,98,-0.383,80,1,Mr. WRIGHT.," No, Mr. Speaker, I  have none at this time.  ",1984
4,House,98,0.581,93,1,Mr. WALKER.," Mr. Speaker, reserv ing the right to object, I yield to the  gentleman from Georgia <Mr. GING RICH).  ",1984
5,House,98,0.377,93,1,Mr. GINGRICH.," Mr. Speaker, I just  want to make the point for the Mem bers of  the majority party, because  they do not seem to fully understand  what we  are  trying  to  accomplish,  that, contrary to the earlier statement  of the distinguished gentleman from  Wisconsin, your party controls  this  floor every day all day during the ses sion. You control the time. As your  Speaker has told us, you control the  calendar. You have virtual dictator ship.  One of the few rules we have that  gives us a chance to say our piece is to  talk during special orders, one of the  few times we have control of the floor.  And,  in  fact,  last  fall, your deputy  whip systematically took time in order  to be able to take the time when he  wanted  it. So  that from our stand point, as the minority, having watched  through the latter part of last year  when a number of people,  including  some who are in this Chamber right  this moment, attempted to ram things  through this House on your schedule,  according to your rules, the way you  wanted to do it, we are simply trying  to follow the same rules.  We offered a  legitimate request. It  was,  as  the gentleman pointed out,  perfectly legitimate for him to object.  However, by so doing, he sets the tone.  And I sincerely hope that my friend,  the gentleman from Pennsylvania, will  object to this particular request.  ",1984
6,House,98,0.381,93,1,Mr. WEBER.," Mr. Speaker, will the  gentleman yield?  ",1984
7,House,98,0.497,93,1,Mr. LUNGREN.," Mr.  Speaker,  I  think it is rather ironic that we had a  spokesman for the other side of the  aisle tell us that this would prohibit  the Democrats  from  speaking until  after the Members on this side of the  aisle have spoken.  If anyone has noted the 1 minute  session, they will note that the Speak er of the House always allows all of  the Democrats who  are  seated  to  speak at the same time as the Republi cans, and in many cases allows those  Democrats, who come down long after  we have been waiting for perhaps as  much as an hour, to speak before we  are allowed to speak.  Now, maybe they think that is insig nificant. Perhaps it is. But it is also  just as  insignificant  that  this will  allow a number of Republicans,  the  minority party,  to speak before  the  majority party, which controls  this  place, has their opportunity to speak  as well.  We were denied on four specific oc casions today the opportunity to bring  to  the  floor  specific  constitutional  amendments that are very controver sial  in many  respects but certainly  cannot be discounted as being insignif icant. We went that route because we  have been denied on a regular basis in  this House the opportunity to bring  those  things  before  the  people's  House,  the Representatives  of  the  people.  Second, the gentleman from Califor nia <Mr. DANNEMEYER)  pointed out  today how unfair the committee ratio  is. It is unfair in terms of those people  who are allowed to vote and in terms  of those staff people that we have, and  so we are denied the opportunity to  have equal access to debate in commit tees, just as we are on the floor.  Now there is an attempt to deny us  an opportunity to have time that we  control for some sustained period of  time. It seems  to be OK when  the  leadership of the Democratic side de cides to do that. The gentleman from  Texas <Mr. GONZALEZ) has taken time  for more than 1 day on other occa sions. There have been other Members  who have made multiple requests on  other  times. But because  somehow  this will give the minority a legitimate  opportunity to debate legitimate issues  in a  very, very political year  that  might upset the effort of the Demo cratic Congressional Committee  to  have what they want in what is quoted  in today's Washington Post a dull po litical year, that somehow the oppor tunity  for  individual Members who  represent constituencies who happen  to be in the minority party will not be  allowed that opportunity.  It seems to me that we have made a  legitimate request. If in fact the other  side is going to insist on objecting to  such legitimate requests, we have no  recourse but to use the only protection  any minority has  in any  legislative  body, and that is to use the rules. And  we will do so.  ",1984
8,House,98,-0.225,93,1,Mrs. SCHROEDER.," Mr. Speaker,  will the gentleman yield?  ",1984
9,House,98,-0.402,106,1,Mr. COLEMAN of Texas.," Mr.  Speaker, I rise today in opposition to  the motion offered by Mr. WALKER of  Pennsylvania to bring a constitutional  amendment on school prayer directly  to the floor of the House, bypassing  the committee process and  limiting  debate on this important  issue  to a  mere 1 hour.  This motion would create a  terrible  precedent for considering any change  to the basic principles of the Republic.  Every constitutional amendment we  have ever had has been preceded by  extensive hearings where opponents  and  supporters  can have  sufficient  time to present their case and allow  Members of Congress  to weigh  the  facts  of  the  issue  based on  their  merits. Allowing 1 hour of debate that means total time of debate, be cause there would have been no hear ings, no  testimony, no witnesses, no  chance to invoke the basic American  ideals of a  fair hearing for everyone,  regardless of  their views-would not  permit this process to take place. The  legislative process would  be  turned  into a  railroad, and the House would  end up spending far less of its time on  a change in the U.S. Constitution than  it would on a routine bill.  I also object to the use of clearly im proper procedural tactics to force al leged votes on an issue. We will soon  be subject  to, no doubt, a  flurry of  press  releases  denouncing  a  ""vote  against school prayer,"" when in fact  Mr. WALKER and others know as well  as I do that it has nothing to do at all  with the supposed issue at hand. The  issue at stake  is the preservation of  the integrity of the process by which  we amend our basic principles. Surely  the supporters of school prayer de serve better than this, because efforts  to erode the constitutional process, no  matter how worthy the issue on whose  behalf the erosion would take place,  serve no legitimate end.e  THE FAIRNESS ISSUE AND THE  HOUSE OF REPRESENTATIVES  ",1984
